sents,targets,Logistic Regression,Linear SVM,Neural Net
огонь_NOUN раздувать_PRTF ветер_NOUN достигнуть_VERB сила_NOUN гореть_PRTF щепка_NOUN подхватывать_INFN горячее_NOUN воздух_NOUN сопровождать_PRTF густой_ADJF дым_NOUN полететь_VERB провод_NOUN воздушный_ADJF линия_NOUN,0,0,0,0
счесть_VERB смехотворный_ADJF невозможный_ADJF самый_ADJF природа_NOUN знание_NOUN возможный_ADJS какой-то_ADJF связь_NOUN женщина_NOUN биться_PRTF истерик_NOUN шхуна_NOUN подхватывать_INFN шторм_NOUN потерять_PRTF курс_NOUN,0,0,1,0
самый_ADJF кайф_NOUN входить_VERB поворот_NOUN бросать_VERB парус_NOUN разворачиваться_VERB подхватывать_INFN порыв_NOUN ветер_NOUN,0,0,1,0
подобный_ADJF образ_NOUN женский_ADJF эротический_ADJF литература_NOUN мужчина_NOUN подхватывать_INFN женщина_NOUN рука_NOUN нести_VERB беспомощный_ADJF постель_NOUN,0,1,1,1
обхватывать_INFN грудь_NOUN женщина_NOUN ладонь_NOUN подхватывать_INFN продолжать_GRND гладить_INFN соска_NOUN аккypатный_ADJS больший_ADJF yказательный_ADJF палец_NOUN,0,0,0,0
взобраться_VERB грузовик_NOUN подхватывать_INFN старик_NOUN мышка_NOUN осторожно_ADVB втащить_VERB наверх_ADVB,0,1,1,1
весь_ADJF исполнитель_NOUN дружно_ADVB бросаться_VERB руководитель_NOUN подхватывать_INFN рука_NOUN удаваться_VERB вовремя_ADVB скрыться_INFN увильнуть_INFN приговор_NOUN приводиться_VERB исполнение_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,1,1,1
успеть_VERB слово_NOUN сорваться_INFN губа_NOUN подхватывать_INFN вверх_ADVB силой_ADVB сбросить_PRTS вниз_ADVB внутрь_ADVB холм_NOUN,0,0,0,0
кукловод_NOUN ведущий_ADJF левый_ADJF рука_NOUN нога_NOUN чувствовать_VERB тонкий_ADJF движение_NOUN голов_NOUN правый_NOUN плечо_NOUN подхватывать_INFN работать_GRND целое_NOUN левый_ADJF+рука_NOUN левый_ADJF+рука_NOUN левый_ADJF+рука_NOUN,0,0,0,0
наступать_VERB банка_NOUN банка_NOUN грохот_NOUN катиться_VERB пол_NOUN кирк_NOUN фримя_NOUN подхватывать_INFN молли_NOUN успевать_VERB упасть_INFN,0,1,1,1
трещать_VERB стрекотать_VERB голова_NOUN подхватывать_INFN фонарик_NOUN увидеть_VERB свет_NOUN фантастический_ADJF картина_NOUN самосборка_NOUN пришелец_NOUN,0,1,1,1
подхватывать_INFN джэсон_NOUN дебора_NOUN рука_NOUN мюллер_NOUN повлечь_VERB друг_NOUN направление_NOUN,0,0,0,0
домой_ADVB огородник_NOUN подхватывать_INFN тачка_NOUN возвращаться_VERB окружный_ADJF путём_PREP путь_NOUN пролегать_VERB изумрудный_ADJF копь_NOUN,0,0,1,0
шар_NOUN хлопать_VERB ребята_NOUN вылетать_VERB стеклянный_ADJF бутылка_NOUN минеральный_ADJF вода_NOUN подхватывать_INFN лёт_NOUN отдавать_VERB ребята_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN,0,0,0,0
услышать_GRND нужно_PRED выйти_INFN сцена_NOUN подхватывать_INFN ребёнок_NOUN поспешить_VERB туда_ADVB,0,0,1,0
произойти_VERB рядовой_ADJF рявкнуть_VERB тёрн_NOUN подхватывать_INFN рука_NOUN яростно_ADVB пищать_PRTF руала_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,0,1,0
подхватывать_INFN вожжа_NOUN залихватски_ADVB свистнуть_VERB хлестнуть_VERB лошадь_NOUN давать_VERB сюда_ADVB встать_VERB,0,0,1,0
афина_NOUN подхватывать_INFN межевой_ADJF камень_NOUN самый_ADJF устанавливать_VERB граница_NOUN запускать_VERB арей_NOUN поражать_GRND последний_ADJF прямо_ADVB шея_NOUN место_NOUN иметь_PRTF отношение_NOUN необходимость_NOUN,0,1,1,0
время_NOUN коварный_ADJF подводный_ADJF течение_NOUN подхватывать_INFN доска_NOUN тратить_VERB половина_NOUN дневный_ADJF калория_NOUN догнать_INFN буксировать_GRND парус_NOUN правильно_ADVB приходиться_VERB заносить_INFN вода_NOUN рангоут_NOUN доска_NOUN отдельность_NOUN заносить_VERB парус_NOUN очередь_NOUN,0,0,0,0
середина_NOUN река_NOUN подхватывать_INFN быстрый_ADJF течение_NOUN плот_NOUN развалиться_VERB,0,0,0,0
подхватывать_INFN рюкзак_NOUN котелок_NOUN суп_NOUN спускаться_VERB машина_NOUN,0,0,0,0
дать_VERB самообразование_NOUN заняться_INFN думать_VERB роман_NOUN подхватывать_INFN вёдро_NOUN,0,1,1,1
лёгкий_ADJF посудина_NOUN подхватывать_INFN калифорнийский_ADJF течение_NOUN нести_VERB побережье_NOUN центральный_ADJF америка_NOUN,0,0,0,0
складка_NOUN складка_NOUN связать_INFN 12_NUMR лицо_NOUN гладь_NOUN <NUM_UINT>-м_NUMR провязать_INFN каждый_ADJF петлить_VERB вместе_ADVB соответствующий_ADJF петля_NOUN <NUM_UINT>-го_NUMR подхватывать_INFN сторона_NOUN,0,0,0,0
поток_NOUN подхватывать_INFN проноситься_VERB прибрежный_ADJF куст_NOUN успевать_VERB ухватиться_INFN встать_INFN нога_NOUN,0,0,0,0
поворачивать_VERB ребёнок_NOUN накатывать_GRND свой_ADJF рука_NOUN рука_NOUN подхватывать_INFN живот_NOUN ножка_NOUN,0,0,0,0
отправляться_VERB очередной_ADJF вояж_NOUN воздушный_ADJF шар_NOUN сильный_ADJF ветер_NOUN подхватывать_INFN попугай_NOUN попадать_VERB волшебный_ADJF лес_NOUN жить_VERB сказочный_ADJF баба_NOUN яга_NOUN,0,0,1,0
внезапно_ADVB выпрямляться_VERB движение_NOUN подхватывать_INFN свой_ADJF клинок_NOUN грубо_ADVB наваливаться_VERB двойной_ADJF дверь_NOUN окаймить_PRTF каменный_ADJF арка_NOUN,0,0,0,0
подхватывать_INFN вести_VERB рука_NOUN погрузиться_VERB сразу_ADVB паром_NOUN пуститься_VERB путь_NOUN,0,1,1,1
тимановский_ADJF молодая_NOUN румяный_ADJF смешливый_ADJF сдвинуть_PRTF папаха_NOUN грязный_ADJF холщовый_ADJF рубашка_NOUN чёрный_NOUN генеральский_ADJF погоны_NOUN подхватывать_INFN шашка_NOUN побежалый_ADJS цепь_NOUN,0,0,0,0
падать_VERB смертельно_ADVB раненый_ADJF парторг_NOUN рота_NOUN евгений_NOUN смелович_NOUN знамя_NOUN подхватывать_INFN рядовой_ADJF иван_NOUN яцуненко_NOUN подниматься_VERB гребень_NOUN сапун_NOUN,0,0,1,0
стоить_VERB отпустить_INFN поводок_NOUN змей_NOUN подхватывать_INFN ветер_NOUN лишить_PRTF воздействие_NOUN подъёмный_ADJF сила_NOUN неизбежно_ADVB упасть_VERB земля_NOUN,0,0,0,0
игра_NOUN стен_NOUN состоять_VERB бить_INFN мяч_NOUN стен_NOUN отскакивать_PRTF мяч_NOUN подхватывать_INFN нога_NOUN рука_NOUN дать_INFN упасть_INFN земля_NOUN,0,0,1,0
бить_VERB вверх_ADVB носок_NOUN нога_NOUN подхватывать_INFN лёт_NOUN отбивать_VERB свой_ADJF нога_NOUN бить_VERB земля_NOUN отчего_CONJ волан_NOUN делать_VERB высокий_ADJF прыжок_NOUN время_NOUN прыгание_NOUN ударять_VERB рука_NOUN давать_GRND катиться_INFN земля_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN,0,0,0,0
искусный_ADJF удар_NOUN цурка_NOUN лететь_VERB вверх_ADVB игрок_NOUN допускать_VERB падение_NOUN земля_NOUN подхватывать_INFN лёт_NOUN палка_NOUN бить_VERB вверх_ADVB подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN,0,1,1,1
случиться_VERB удар_NOUN залететь_VERB далеко_ADVB противоположный_ADJF игрок_NOUN успеть_VERB подхватывать_INFN свой_ADJF удар_NOUN место_NOUN откуда_ADVB ударить_VERB место_NOUN упасть_VERB отсчитываться_VERB шаг_NOUN местный_ADJF расстояние_NOUN например_CONJ 200_NUMR 300_NUMR шаг_NOUN начинать_VERB бить_INFN снова_ADVB игрок_NOUN продолжать_GRND первое_NOUN промах_NOUN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN,0,0,1,0
вскоре_ADVB приспособиться_VERB темп_NOUN ещё_PRCL шире_NOUN раздвинуть_VERB нога_NOUN подхватывать_INFN рука_NOUN колено_NOUN освобождать_GRND гиви_NOUN большой_COMP пространство_NOUN движение_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,0,0,0
губернаторша_NOUN поневоле_ADVB должный_ADJS минутка_NOUN приостановиться_INFN теснота_NOUN многие_NPRO остановиться_VERB дрожать_VERB холодный_ADJS заметить_VERB варвар_NOUN пётр_NOUN сбросить_GRND свой_ADJF бурнус_NOUN лёт_NOUN подхватывать_INFN лакей_NOUN снять_VERB плечо_NOUN свой_ADJF чёрный_ADJF очень_ADVB дешёвый_ADJF шаль_NOUN собственный_ADJF рука_NOUN окутать_VERB обнажённый_ADJF шея_NOUN весь_ADJF ещё_PRCL стоять_PRTF колено_NOUN просительница_NOUN встать_VERB встать_VERB колено_NOUN просить_VERB встать_VERB жить_VERB,0,0,1,0
виртуозно_ADVB подхватывать_INFN лёт_NOUN одноразовый_ADJF тарелка_NOUN стаканчик_NOUN позволять_GRND отрываться_INFN имя_NOUN стол_NOUN далее_ADVB 20_NUMR метр_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN,0,1,1,1
осторожно_ADVB подхватывать_INFN обойма_NOUN силовой_ADJF кристалл_NOUN побаюкать_VERB рука_NOUN словно_CONJ мать_NOUN малолетний_ADJF дитя_NOUN,0,0,1,0
мама_NOUN подхватывать_INFN мышка_NOUN держать_VERB крепко_ADVB приговаривать_VERB подхватывать_INFN+мышка_NOUN подхватывать_INFN+мышка_NOUN подхватывать_INFN+мышка_NOUN,0,1,1,1
едва_ADVB успеть_VERB подхватывать_INFN стоять_PRTF стул_NOUN кис-кис_INTJ помощь_NOUN классный_ADJF дама_NOUN вывести_VERB церковь_NOUN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN,0,0,0,0
отрицательно_ADVB покачать_VERB голова_NOUN приложить_GRND рука_NOUN пылать_PRTF щека_NOUN воскликнуть_VERB больной_ADJS весь_ADJF гореть_VERB подхватывать_INFN рука_NOUN поспешно_ADVB вывести_VERB столовый_ADJF мимо_ADVB ещё_PRCL недоумевать_PRTF институтка_NOUN покачать_VERB+голова_NOUN подхватывать_INFN+рука_NOUN покачать_VERB+голова_NOUN подхватывать_INFN+рука_NOUN покачать_VERB+голова_NOUN подхватывать_INFN+рука_NOUN,0,1,1,0
дело_NOUN гордость_NOUN свой_ADJF деревня_NOUN всадник_NOUN получать_VERB 2_NUMR юань_NOUN 24_NUMR цент_NOUN каждый_ADJF подхватывать_INFN земля_NOUN хадак_NOUN,0,1,1,1
пара_NOUN видеть_VERB вырваться_PRTF рука_NOUN гореть_PRTF факел_NOUN пролетать_VERB спина_NOUN рука_NOUN кто-либо_NPRO артист_NOUN бывать_VERB подхватывать_INFN факел_NOUN земля_NOUN продолжать_VERB жонглировать_INFN гореть_PRTF+факел_NOUN гореть_PRTF+факел_NOUN гореть_PRTF+факел_NOUN,0,0,1,0
словно_CONJ канат_NOUN лёт_NOUN подхватывать_INFN моряк_NOUN обветрить_PRTF простой_ADJF крепить_GRND парус_NOUN смолить_GRND бочка_NOUN,0,0,0,0
последний_ADJF миг_NOUN успеть_VERB подхватывать_INFN рука_NOUN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN успеть_VERB+подхватывать_INFN,0,1,1,1
большой_ADJF вуаль_NOUN входящий_ADJF композиция_NOUN группа_NOUN также_CONJ подхватывать_INFN лететь_PRTF воздух_NOUN амур_NOUN образовать_VERB танцующий_ADJF пара_NOUN лёгкий_ADJF пластичный_ADJF подвижный_ADJF шатёр_NOUN,0,0,0,0
приходиться_VERB чудом_ADVB избежать_INFN авария_NOUN обжечься_INFN кипяток_NOUN подхватывать_INFN падать_PRTF ребёнок_NOUN,0,0,0,0
вещий_ADJF сердце_NOUN чуять_VERB гдеть_PRTS впереди_ADVB подстерегать_VERB опасность_NOUN крепкий_ADJF рука_NOUN поддерживать_VERB локоть_NOUN обнимать_VERB талия_NOUN подхватывать_INFN проносить_GRND самый_ADJF провальный_ADJF местами_ADVB просто_PRCL влачить_VERB вынуждать_GRND усталый_ADJF нога_NOUN передвигаться_INFN снова_ADVB снова_ADVB,0,0,1,0
заставить_INFN сделать_INFN круг_NOUN пускать_GRND трава_NOUN подвести_GRND лодка_NOUN берег_NOUN подхватывать_INFN сачок_NOUN,0,0,1,0
человек_NOUN борт_NOUN судный_ADJS замереть_VERB ожидание_NOUN сайгон_NOUN подхватывать_INFN волна_NOUN взлететь_VERB кипеть_PRTF вода_NOUN вздыбиться_PRTF риф_NOUN,0,0,0,0
подхватывать_INFN элайна_NOUN рука_NOUN алистер_NOUN шагнуть_VERB королевский_ADJF ложа_NOUN,0,1,1,1
комптон_NOUN подхватывать_INFN ящик_NOUN корпус_NOUN бодро_ADVB зашагать_VERB перрон_NOUN пристыдить_PRTF носильщик_NOUN труд_NOUN поднимать_GRND вдвоём_ADVB ящик_NOUN кирпич_NOUN поплестись_VERB следом_ADVB,0,0,1,0
линия_NOUN шевронный_ADJF шестерня_NOUN работать_VERB двое_NUMR загружать_VERB накопитель_NOUN ржавый_ADJF толстой_NOUN болванка_NOUN подхватывать_INFN транспортёр_NOUN блестящий_ADJF ещё_PRCL горячее_NOUN готовый_ADJF деталь_NOUN успеть_VERB пофилософствовать_INFN любоваться_GRND чудо_NOUN технический_ADJF прогресс_NOUN длинный_ADJF членистый_ADJF тело_NOUN линия_NOUN сновать_PRTF немой_ADJS имя_NOUN известный_ADJF команда_NOUN резец_NOUN сверло_NOUN шпиндель_NOUN,0,0,0,0
петруха_NOUN подхватывать_INFN рука_NOUN поднять_GRND полый_ADJS уложить_VERB хозяйский_ADJF кровать_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,0,1,0
подхватывать_INFN толстый_ADJF тётка_NOUN фирменный_ADJF китель_NOUN едва_ADVB расшаркиваться_GRND шплинт_NOUN поволока_NOUN лариса_NOUN остаться_VERB,0,0,1,0
человек_NOUN хотеть_VERB избавиться_INFN ненужный_ADJF документ_NOUN просто_PRCL замечать_VERB пол_NOUN обрывок_NOUN бумага_NOUN механически_ADVB поднимать_VERB забрало_NOUN ближний_ADJF гнездо_NOUN бросать_VERB туда_ADVB бумага_NOUN подхватывать_INFN поток_NOUN тёплый_ADJF воздух_NOUN уносить_VERB огромный_ADJF топка_NOUN спрятать_PRTF утроба_NOUN здание_NOUN,0,1,1,0
вываживание_NOUN длиться_VERB 10_NUMR минута_NOUN плетёнка_NOUN <NUM_FLOAT>_NUMR мм_INTJ выдержать_VERB весь_ADJF рывок_NOUN попасться_PRTF крючок_NOUN рыбина_NOUN её_ADJF удаться_VERB сразу_ADVB попытка_NOUN подхватывать_INFN больший_ADJF размер_NOUN подсачок_NOUN 10_NUMR+минута_NOUN 10_NUMR+минута_NOUN 10_NUMR+минута_NOUN,0,0,0,0
кто-то_NPRO отчаянно_ADVB размахивать_VERB рука_NOUN пытаться_GRND угодить_INFN физиономия_NOUN весь_ADJF оказаться_PRTF досягаемость_NOUN кто-то_NPRO подхватывать_INFN рука_NOUN свой_ADJF спутница_NOUN выносить_VERB свежий_ADJF воздух_NOUN кто-то_NPRO просто_PRCL орало_NOUN кто-то_NPRO увещевать_VERB мера_NOUN разволноваться_PRTF приятель_NOUN оставить_VERB подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,1,1,1
стоялый_ADJS ряд_NOUN чуть-чуть_ADVB край_NOUN карточка_NOUN готовый_ADJF подхватывать_INFN,0,0,1,0
туча_NOUN снег_NOUN подхватывать_INFN порыв_NOUN ветер_NOUN нестись_VERB где-то_ADVB далеко_ADVB мор_NOUN блуждать_GRND ледяной_ADJF торос_NOUN,0,0,1,0
постоянный_ADJF зацепление_NOUN шестерня_NOUN введение_NOUN ещё_PRCL передача_NOUN существенно_ADVB облегчить_VERB управление_NOUN танк_NOUN стрелка_NOUN приходиться_VERB подхватывать_INFN тянуть_INFN рычаг_NOUN вместе_ADVB механик_NOUN переключить_INFN передача_NOUN,0,0,0,0
сразу_ADVB понять_VERB произойти_VERB вроде_PRCL поднять_VERB рука_NOUN новое_NOUN удар_NOUN рука_NOUN отчего-то_ADVB отказаться_VERB слушаться_INFN замереть_VERB воздух_NOUN словно_CONJ подхватывать_INFN невидимый_ADJF силой_ADVB,0,0,1,0
ещё_PRCL время_NOUN развернуться_INFN подхватывать_INFN винтовка_NOUN,0,1,1,1
выбросить_PRTF вода_NOUN берег_NOUN высохший_ADJF подхватывать_INFN ил_NOUN пыль_NOUN поверхность_NOUN скал_NOUN почва_NOUN ветер_NOUN птица_NOUN водоросль_NOUN переноситься_VERB большой_ADJF расстояние_NOUN,0,0,0,0
подхватывать_INFN верховой_ADJF подача_NOUN мяч_NOUN штрафной_ADJF каталонец_NOUN ганец_NOUN скрытый_ADJF финт_NOUN оставить_VERB эрик_NOUN абидаля_NOUN позади_ADVB мощно_ADVB пробить_VERB ближний_NOUN угол_NOUN,0,0,1,0
подхватывать_INFN юбка_NOUN сабрина_NOUN помчаться_VERB вниз_ADVB лестница_NOUN весь_ADJF горло_NOUN призывать_GRND муж_NOUN,0,0,0,0
подхватывать_INFN принц_NOUN сильный_ADJF рука_NOUN тарзан_NOUN втащить_VERB тёмный_ADJF галерея_NOUN,0,1,1,1
подхватывать_INFN леди_NOUN рука_NOUN крепко_ADVB поцеловать_VERB,0,1,1,1
подхватывать_INFN костыль_NOUN броситься_VERB дверь_NOUN,0,0,1,0
юркий_ADJS подняться_VERB подхватывать_INFN свой_ADJF костыль_NOUN пойти_VERB машина_NOUN,0,0,0,0
чайка_NOUN подхватывать_INFN лёт_NOUN серебристый_ADJF рыбка_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN подхватывать_INFN+лёт_NOUN,0,0,0,0
клацать_GRND коготь_NOUN переступить_VERB нога_NOUN нога_NOUN резко_ADVB подпрыгнуть_VERB сырой_ADJF воздух_NOUN подхватывать_INFN когтистый_ADJF лапа_NOUN каменный_ADJF площадка_NOUN мешок_NOUN тяжело_ADVB взмыть_VERB чёрный_ADJF небо_NOUN,0,0,0,0
подхватывать_INFN невеста_NOUN рука_NOUN понести_VERB свой_ADJF комната_NOUN,0,1,1,0
подхватывать_INFN всякий_ADJF случай_NOUN валяться_PRTF пол_NOUN дубина_NOUN элайна_NOUN толкнуть_VERB дверь_NOUN оказаться_VERB незапертый_ADJF всякий_ADJF+случай_NOUN всякий_ADJF+случай_NOUN всякий_ADJF+случай_NOUN,0,1,1,1
рак_NOUN обычно_ADVB стоить_VERB полузащитник_NOUN поджидать_VERB мяч_NOUN вылететь_VERB подхватывать_INFN,0,0,0,0
поминутно_ADVB оглядываться_GRND скала_NOUN стать_PRTF багряный_ADJF сынара_NOUN подхватывать_INFN подойник_NOUN отправиться_VERB ручей_NOUN вода_NOUN свет_NOUN закат_NOUN приобрести_VERB какой-то_ADJF странный_ADJF красноватый_ADJF оттенок_NOUN,0,0,0,0
подхватывать_INFN полый_ADJS поганый_ADJF ручища_NOUN,0,0,0,0
мощный_ADJF поток_NOUN воздух_NOUN подхватывать_INFN лететь_VERB,0,0,0,0
время_NOUN схватка_NOUN муж_NOUN подхватывать_INFN сзади_ADVB рука_NOUN повисать_VERB немой_ADJS следить_VERB нагибаться_VERB,0,1,1,0
подхватывать_INFN юноша_NOUN рука_NOUN злодей_NOUN поднять_VERB полый_ADJS надеть_VERB наручник_NOUN молоток_NOUN заклепать_VERB,0,1,1,0
меньший_ADJF сила_NOUN ветер_NOUN высота_NOUN волна_NOUN волна_NOUN медленно_ADVB вздыматься_VERB плавно_ADVB подхватывать_INFN судно_NOUN,0,0,0,0
рявкнуть_VERB главный_ADJF двигатель_NOUN корабль_NOUN рвануться_VERB вперёд_ADVB подхватывать_INFN громадный_ADJF волна_NOUN задрать_VERB нос_NOUN развернуться_VERB страшный_ADJF скрежет_NOUN сесть_VERB брюхо_NOUN камень_NOUN,0,0,0,0
выбраться_VERB наружу_ADVB подхватывать_INFN ланк_NOUN дасар_NOUN кое-как_ADVB добраться_VERB лодка_NOUN,0,0,0,0
нападение_NOUN произойти_VERB неожиданно_ADVB первое_NOUN мгновение_NOUN весь_ADJF растеряться_VERB философ_NOUN безлик_NOUN отскочить_VERB сторона_NOUN непостижимый_ADJF ловкость_NOUN подхватывать_INFN портфель_NOUN,0,1,1,0
драка_NOUN копенгаген_NOUN схватка_NOUN полицейский_ADJF триест_NOUN торпедист_NOUN галисиец_NOUN ньейра_NOUN сломать_VERB челюсть_NOUN жандарм_NOUN дать_VERB драть_VERB подхватывать_INFN кой_ADJF мышка_NOUN перебирать_VERB нога_NOUN воздух_NOUN судный_ADJS весь_ADJF добраться_VERB целость_NOUN сохранность_NOUN,0,0,0,0
эдуаpд_NOUN благоpодный_ADJS беpть_VERB шефство_NOUN постpадать_PRTF подхватывать_INFN pук_NOUN описывать_GRND кpасота_NOUN окpужать_PRTF миp_NOUN напpавляться_VERB солев_NOUN,0,1,1,1
ральф_NOUN морщиться_VERB пытаться_GRND слушать_INFN звонкий_ADJF голос_NOUN труд_NOUN сдержаться_GRND подхватывать_INFN жена_NOUN мажордом_NOUN место_NOUN должный_ADJS талия_NOUN вынести_INFN комната_NOUN захлопнуть_GRND нея_NOUN дверь_NOUN,0,1,1,1
подхватывать_INFN бросить_PRTF бертуччио_NOUN меч_NOUN ральф_NOUN застегнуть_VERB ремень_NOUN ножны_NOUN удовольствие_NOUN почувствовать_GRND привычный_ADJF тяжесть_NOUN оружие_NOUN,0,0,0,0
кто-то_NPRO побежалый_ADJS ружьё_NOUN баба_NOUN подхватывать_INFN рука_NOUN ребёнок_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN подхватывать_INFN+рука_NOUN,0,1,1,1
эванжелин_NOUN улыбнуться_VERB подхватывать_INFN пёсик_NOUN уйти_VERB комната_NOUN,0,1,1,1
надевать_VERB панк_NOUN ряса_NOUN крест_NOUN подхватывать_INFN кадило_NOUN поправлять_VERB ирокез_NOUN выходить_VERB прихожанин_NOUN сказать_VERB господь_NOUN весь_ADJF,0,0,1,0
подхватывать_INFN грузный_ADJF обвиснуть_PRTF тело_NOUN иван_NOUN сергей_NOUN кочет_NOUN потащить_VERB вода_NOUN,0,0,0,0
нужный_ADJS именно_PRCL жизненный_ADJF поток_NOUN точнее_CONJ жизненный_ADJF поток_NOUN готовый_ADJS подхватывать_INFN усилить_INFN неимоверный_ADJF число_NOUN идея_NOUN нести_VERB материальный_ADJF реализация_NOUN массовый_ADJF потоковый_ADJF интерес_NOUN,0,1,1,1
13_NUMR минута_NOUN очередной_ADJF неудачный_ADJF попытка_NOUN гость_NOUN подержать_INFN мяч_NOUN перехват_NOUN осуществлять_VERB грантовский_ADJF врываться_VERB штрафной_ADJF удар_NOUN ближний_NOUN угол_NOUN отражать_VERB вратарь_NOUN мяч_NOUN подхватывать_INFN футболист_NOUN пара_NOUN перекидывать_VERB вдоль_ADVB штрафной_ADJF,0,0,0,0
любопытный_ADJF потерять_VERB очки_NOUN слепо_ADVB метаться_VERB парень_NOUN подхватывать_INFN её_ADJF падать_VERB наездница_NOUN подкатить_VERB свой_ADJF кресло_NOUN,0,1,1,1
парень_NOUN бросаться_VERB поднимать_INFN палка_NOUN злюка_NOUN терять_VERB равновесие_NOUN начинать_VERB падать_INFN спина_NOUN парень_NOUN еле_ADVB успевать_VERB подхватывать_INFN её_ADJF сзади_ADVB подмышка_NOUN повлечь_INFN сторона_NOUN кровать_NOUN,0,0,1,0
окунь_NOUN заходить_VERB лунка_NOUN поднимать_GRND рыба_NOUN вода_NOUN заводить_VERB багорик_NOUN подхватывать_INFN жабра_NOUN рука_NOUN,0,0,0,0
действовать_VERB настоящее_NOUN инструмент_NOUN подхватывать_INFN рыба_NOUN жабра_NOUN стараться_VERB выбросить_INFN мах_NOUN лёд_NOUN,0,0,0,0
бендеры_NOUN ловко_ADVB подхватывать_INFN набег_NOUN втыкать_GRND обратно_ADVB гнездо_NOUN прервать_PRTF запить_VERB гитара_NOUN продолжаться_VERB,0,0,0,0
нападать_PRTF ворота_NOUN соперник_NOUN бить_VERB мимо_ADVB подхватывать_INFN мяч_NOUN мимо_ADVB расстояние_NOUN невозможно_ADVB забить_INFN,0,0,1,0
время_NOUN подхватывать_INFN подсачек_NOUN,0,1,1,1
нея_NOUN юрген_NOUN прыгнуть_VERB сцена_NOUN подхватывать_INFN радостный_ADJF публика_NOUN,0,0,1,0
школьник_NOUN подхватывать_INFN стать_PRTF лёгкое_NOUN рюкзак_NOUN попрощаться_VERB школа_NOUN отправиться_VERB задумываться_VERB отпуск_NOUN книжка_NOUN каникулы_NOUN отпуск_NOUN,0,0,1,0
гермоупаковка_NOUN отстегнуться_VERB этап_NOUN переход_NOUN перегиб_NOUN запасть_VERB защёлка_NOUN карабин_NOUN пара_NOUN удариться_GRND скал_NOUN упасть_VERB вода_NOUN подхватывать_INFN течение_NOUN приплыть_VERB прямо_ADVB рука_NOUN ребята_NOUN рафт_NOUN,0,0,0,0
подхватывать_INFN свой_ADJF саквояж_NOUN корзина_NOUN маркиз_NOUN лить_VERB стать_VERB подниматься_INFN парадный_ADJF лестница_NOUN,0,0,0,0
уходить_VERB сегодня_ADVB весело_ADVB пропеть_VERB де_PRCL ниро_NOUN подхватывать_INFN пиджак_NOUN стул_NOUN выпорхнуть_VERB кабинет_NOUN,0,1,1,1
пустой_ADJF бочонок_NOUN эльф_NOUN бросать_VERB люк_NOUN поднимать_VERB решётка_NOUN шлюз_NOUN бочонок_NOUN подхватывать_INFN поток_NOUN выплывать_VERB речной_ADJF простор_NOUN плыть_VERB покачиваться_GRND течение_NOUN пока_ADVB прибивать_VERB мысок_NOUN восточный_ADJF оконечность_NOUN чёрный_NOUN леса_NOUN,0,0,1,0
получить_INFN петлить_VERB следовать_VERB сначала_ADVB сбросить_INFN двойной_ADJF нить_NOUN палец_NOUN сразу_ADVB подхватывать_INFN спица_NOUN подвести_PRTF внутренний_ADJF сторона_NOUN ладонь_NOUN сразу_ADVB+подхватывать_INFN сразу_ADVB+подхватывать_INFN сразу_ADVB+подхватывать_INFN,0,0,0,0
вцепиться_GRND клещ_NOUN бок_NOUN конь_NOUN парень_NOUN нагибаться_VERB подхватывать_INFN девушка_NOUN подтягивать_GRND конский_ADJF спин_NOUN,0,0,0,0
