,sents,targets,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29
4471,опыт_NOUN общение_NOUN форум_NOUN знать_VERB метод_NOUN увести_INFN автор_NOUN бессмысленный_ADJF полемика_NOUN стараться_GRND ход_NOUN её_ADJF найти_INFN какой-нибудь_ADJF ошибка_NOUN громко_ADVB трубить_INFN,1,0.0,0.0,0.12147665,0.0,0.0011223572,0.0,0.39241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078363776,0.0,0.0,0.0,0.19560954,0.0,0.0,0.047216352,0.0,0.0,0.0,0.16380134,0.0,0.0,0.0
4472,находиться_VERB ошибка_NOUN трубить_INFN весь_ADJF округа_NOUN,1,0.0,0.0,0.0,0.0,0.34828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52050644,0.0,0.0,0.0,0.0,0.0,0.1312136,0.0,0.0,0.0,0.0,0.0
4473,устать_GRND позвонить_VERB джина_NOUN узнать_VERB снова_ADVB трубить_INFN весь_ADJF газета_NOUN лос-анджелес_NOUN раскопать_VERB муж_NOUN проводить_VERB уик-энд_NOUN палма_NOUN молоденький_ADJF актриса_NOUN имя_NOUN называть_VERB весь_ADJF+газета_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13830414,0.0,0.0,0.07744142,0.0,0.0,0.08068966,0.0,0.0,0.0,0.0,0.014520114,0.0,0.0,0.0,0.0,0.646295,0.0,0.0,0.04274961
4474,создание_NOUN часть_NOUN игра_NOUN тоби_NOUN переключиться_VERB трубить_INFN компания_NOUN вкалывать_VERB 2004_NUMR год_NOUN,1,0.20697872,0.0,0.0004261256,0.007488398,0.0,0.0,0.0,0.0,0.0,0.0,0.00019750268,0.021170137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44706884,0.0,0.0,0.0,0.26669043,0.0,0.04194766,0.00803209
4475,ложка_NOUN дёготь_NOUN инвестор_NOUN несколько_ADVB год_NOUN назад_ADVB купить_VERB участок_NOUN порту_NOUN трубить_INFN свой_ADJF план_NOUN ничто_NPRO строить_VERB деньга_NOUN вкладывать_VERB ждать_VERB продать_INFN земля_NOUN дорогой_COMP сей_ADJF пора_NOUN увидеть_VERB экономический_ADJF потенция_NOUN сказать_VERB жилкин_NOUN поэтому_ADVB отныне_ADVB разговор_NOUN жёсткий_ADJF несколько_ADVB+год_NOUN сей_ADJF+пора_NOUN несколько_ADVB+год_NOUN сей_ADJF+пора_NOUN несколько_ADVB+год_NOUN сей_ADJF+пора_NOUN,1,0.09780676,0.0,0.018874723,0.0033081854,0.0005376924,0.05272429,0.24505042,0.11003655,0.0,0.0,0.0,0.0,6.822715e-05,0.0009405541,0.0,0.0055242656,0.08264,0.0,0.0016613542,0.07058816,0.0,0.040235948,0.015347266,0.0,0.0,0.0,0.2546556,0.0,0.0,0.0
4476,выпускник_NOUN вуз_NOUN отучиться_GRND счёт_NOUN государство_NOUN точнее_CONJ государство_NOUN собственный_ADJF счёт_NOUN отправляться_VERB тьма_NOUN несмотря_PREP формально_ADVB оговорить_PRTF право_NOUN иметь_VERB ровный_ADJF счёт_NOUN ничто_NPRO трубить_INFN год_NOUN выполнять_GRND трудовой_ADJF повинность_NOUN возможность_NOUN сбегать_VERB начать_INFN жить_INFN менее_ADVB нормальный_ADJF жизнь_NOUN,1,0.0,0.0,0.0001479271,0.0,0.089288786,0.026142517,0.119283885,0.0,0.0,0.011142731,0.0,0.0099137295,0.0124376975,0.2334606,0.0,0.0,0.0,0.0,0.0,0.01675379,0.0,0.086933516,0.16093713,0.0,0.0,0.0,0.23355204,0.0,0.0,5.733238e-06
4477,спустя_PREP несколько_ADVB часы_NOUN случиться_PRTF трубить_INFN весь_ADJF планет_NOUN португалец_NOUN счёт_NOUN вполне_ADVB окупить_VERB стоимость_NOUN дорогущий_ADJF автомобиль_NOUN несколько_ADVB+часы_NOUN несколько_ADVB+часы_NOUN несколько_ADVB+часы_NOUN,1,0.0,0.092790484,0.0,0.0,0.0,0.0,0.002031977,0.0,0.0,6.626208e-05,0.0,0.028275391,0.0,0.00055654,0.0,0.00044241466,0.0,0.0,0.0,0.22155567,0.0,0.0,0.6085014,0.0,0.0,0.0,0.04577992,0.0,0.0,0.0
4478,бросать_VERB весь_ADJF удерживать_VERB пять_NUMR год_NOUN весь_ADJF мир_NOUN трубить_INFN военный_NOUN завоевание_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,1,0.0007393246,0.018073231,0.0,0.0,0.0,0.0,0.15843649,0.0,0.063994996,0.00028521963,0.0,0.28473616,0.0,0.022227215,0.0,0.27519178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17631553,0.0,0.0,0.0
4479,затем_ADVB шекспир_NOUN заимствовать_VERB конец_NOUN плутарх_NOUN мастерски_ADVB разработать_VERB следующий_ADJF черта_NOUN жестокий_ADJF ирония_NOUN тимона_NOUN объявлять_VERB сенатор_NOUN противность_NOUN трубить_INFN немой_ADJS молва_NOUN вовсе_ADVB радоваться_VERB всеобщий_ADJF крушение_NOUN,1,0.0,0.0,0.11258887,0.0,0.0,0.0,0.044311192,0.0,0.0,0.0,0.0,0.0,0.0,0.14859283,0.0,0.0,5.921045e-07,0.0026336955,0.0,0.029120468,0.0,0.0,0.029239532,0.0,0.03170635,0.0,0.6018065,0.0,0.0,0.0
4480,реклама_NOUN трубить_INFN такой-то_ADJF кредитный_ADJF организация_NOUN ставка_NOUN остаться_VERB прежний_ADJF докризисный_ADJF уровень_NOUN значит_CONJ взять_VERB плата_NOUN образ_NOUN,1,0.0,0.0,0.0,0.0027677745,0.10435252,0.0,0.07219386,0.00418484,0.0,0.0,0.017952368,0.0,0.0016792282,0.15182345,0.0,0.019247971,0.056741733,0.0,0.0,0.27141616,0.0,0.0,0.14654024,0.0,0.0017984,0.0,0.14930151,0.0,0.0,0.0
4481,мировой_ADJF общественность_NOUN трубить_INFN фанфара_NOUN вашингтон_NOUN строить_VERB триумфальный_ADJF арка_NOUN плести_VERB лавровый_ADJF венка_NOUN трубить_INFN+фанфара_NOUN трубить_INFN+фанфара_NOUN трубить_INFN+фанфара_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.21179487,0.27086303,0.0,0.0,0.0,0.0,0.21016571,0.0008504715,0.0,0.045336913,0.0002423842,0.11961638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004768289,0.0,0.0,0.13636202
4482,мочь_VERB поверить_INFN рухлядь_NOUN стать_VERB героиня_NOUN морской_ADJF вояж_NOUN ещё_PRCL год_NOUN трубить_INFN повсюду_ADVB,1,0.002497698,0.0,0.00075885496,0.0,0.054229632,0.0,0.087704286,0.001062277,0.0,0.0,0.0,0.0067662457,0.0,0.0021143847,0.0,0.18555711,0.0022299122,0.0929501,0.0,0.0,0.0,0.00011527126,0.002210538,0.0,0.0,0.0,0.54519075,0.0,0.016112154,0.0005007535
4483,горбушка_NOUN мысль_NOUN опубликовать_VERB зато_CONJ идеологический_ADJF противник_NOUN воспользоваться_VERB начать_VERB трубить_INFN весь_ADJF мир_NOUN василий_NOUN симоненко_NOUN едва_ADVB враг_NOUN советский_ADJF власть_NOUN ленинский_ADJF идея_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,1,0.0,0.0,0.011330531,0.0,0.0,0.0,0.34595197,0.0,0.06379613,0.0,0.0,0.0005861661,0.0,0.04786051,0.0,0.033675753,0.0,0.0038862391,0.0,0.0,0.0,0.24496485,1.9594598e-05,0.0,0.0,0.004964251,0.241823,0.0007202253,0.00042088545,0.0
4484,б_PRCL компания_NOUN рено_NOUN трубить_INFN столько_ADVB время_NOUN логать_PRTS разрабатываться_VERB специально_ADVB страна_NOUN третье_NOUN мир_NOUN гораздо_ADVB маленький_COMP человек_NOUN морщить_VERB никто_NPRO хотеться_VERB ездить_INFN авто_NOUN понт_NOUN дорогой_COMP деньга_NOUN,1,0.08381773,0.0,0.009921206,0.0,0.010635775,0.0,0.30303374,0.0,0.0,0.0,0.0010278798,0.005802205,0.0,0.00023917522,0.0,0.0,5.042176e-05,0.0,0.0,0.0068850867,0.0,0.0,0.45155415,0.0,0.0,0.0,0.12460891,0.0,0.0,0.0024237155
4485,гораздо_ADVB простой_COMP трубить_INFN её_ADJF величие_NOUN державность_NOUN соборность_NOUN самобытность_NOUN особый_ADJF путь_NOUN весь_ADJF конечность_NOUN цепляться_INFN прошлое_NOUN тормозить_GRND крайне_ADVB медленный_ADJF движение_NOUN нелегко_ADVB время_NOUN оптимист_NOUN гораздо_ADVB+простой_COMP гораздо_ADVB+простой_COMP гораздо_ADVB+простой_COMP,1,0.0,0.0,0.00025625742,0.0,0.18087323,0.0,0.025168156,0.0,0.0,0.0,0.013419071,0.0,0.0,0.0,0.0,0.0,0.25501618,0.0,0.0,0.18849947,0.0,0.0,0.0053818286,0.0,0.0,0.0,0.14628246,0.18510339,0.0,0.0
4486,должный_ADJS принимать_INFN истина_NOUN позиция_NOUN умалчивание_NOUN придерживаться_VERB ныне_ADVB католический_ADJF церковь_NOUN отношение_NOUN свой_ADJF собственный_ADJF средневековый_ADJF история_NOUN действительно_ADVB противоречие_NOUN довод_NOUN рационалистический_ADJF разум_NOUN тьма_NOUN всё-таки_CONJ неизмеримый_ADJS маленький_COMP трубить_INFN деятель_NOUN эпоха_NOUN просвещение_NOUN свой_ADJF+собственный_ADJF свой_ADJF+собственный_ADJF свой_ADJF+собственный_ADJF,1,0.0,0.17585443,0.013633154,0.0,0.0014393036,0.0,0.38093522,8.501223e-05,6.741027e-05,0.0,0.0,0.0,0.0,0.20051545,0.0,0.0,0.0,0.0066495403,0.0,0.013846323,0.0,0.0023599134,0.0013601178,0.0,0.0,0.0,0.13037324,1.4396876e-05,0.07286647,0.0
4487,нужно_PRED трубить_INFN доверие_NOUN намного_ADVB большой_COMP,1,0.0,0.0,0.0,0.0,0.19792825,0.0,0.008387193,0.0,0.0,0.0,0.0,0.0,0.0,0.14102264,0.0,0.0,0.0,0.0,0.0,0.006471134,0.0,0.0,0.45549393,0.0,0.0,0.0,0.19069695,0.0,0.0,0.0
4488,трубить_INFN украина_NOUN точно_ADVB представительство_NOUN брокер_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24987654,0.0,0.0,0.0,0.0,0.7501234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4489,сми_NOUN трубить_INFN достижение_NOUN решение_NOUN различный_ADJF социально-экономический_ADJF проблема_NOUN сми_NOUN+трубить_INFN сми_NOUN+трубить_INFN сми_NOUN+трубить_INFN,1,0.0,0.0,0.0,0.0,0.0022758662,0.0,0.14500557,0.0,0.0,0.0,0.0,0.025898185,0.4266831,0.0,0.0,0.0,0.0,0.0,0.0,0.40013728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4490,пара_NOUN неделя_NOUN весь_ADJF новостной_ADJF канал_NOUN трубить_INFN нефтяной_ADJF катастрофа_NOUN произойти_PRTF мексиканский_ADJF залив_NOUN,1,0.34227473,0.0,0.0,0.0,0.0040686266,0.0051405276,0.12513416,0.0,0.0,0.0,0.20811175,0.024020648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21325186,0.0,0.0384023,0.0,0.0,0.0,0.036151886,0.0034435159
4491,скоро_ADVB афганистан_NOUN крайний_ADJF сделать_VERB быд_NOUN организовать_PRTS союз_NOUN давно_ADVB виктор_NOUN суворов_NOUN лондон_NOUN трубить_INFN,1,0.0,0.0,0.0,0.062561706,0.0,0.0,0.33756965,0.0,0.2127526,0.0,0.0,0.0,0.0,0.0008407577,0.0,0.0,0.0,0.001532792,0.0,0.0,0.0,0.06482742,0.0,0.0,0.0,0.0,0.31862068,0.0,0.0,0.0012944719
4492,время_NOUN мобильный_ADJF этикет_NOUN трубить_INFN каждый_ADJF угол_NOUN каждый_ADJF+угол_NOUN каждый_ADJF+угол_NOUN каждый_ADJF+угол_NOUN,1,0.0,0.0,0.0,0.0,0.3705671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29803982,0.0,0.0,0.0,0.0,0.0,0.30828077,0.0,0.0,0.0,0.02311236,0.0,0.0,0.0
4493,учёный_NOUN весь_ADJF голос_NOUN трубить_INFN напиток_NOUN противопоказанный_ADJS спортсмен_NOUN ребёнок_NOUN 12_NUMR год_NOUN энергетика_NOUN утолять_VERB жажда_NOUN содержаться_VERB сахара_NOUN уверить_PRTS стефани_NOUN кофеин_NOUN вопреки_PREP распространить_PRTF заблуждение_NOUN вовсе_ADVB повышать_VERB физический_ADJF выносливость_NOUN человек_NOUN голос_NOUN+трубить_INFN голос_NOUN+трубить_INFN голос_NOUN+трубить_INFN,1,0.017404482,0.0,0.00022263105,0.0,0.0,0.00084138045,0.08779939,0.0,0.0,0.0,0.0,0.07602016,0.0,0.0,0.0,0.0,0.26931858,0.0,0.0,0.22704482,0.08679197,0.0,0.03327725,0.0,4.5337234e-05,0.0,0.20053561,0.0,0.0,0.0006984307
4494,глава_NOUN правительство_NOUN взять_VERB работа_NOUN трубить_INFN весь_ADJF мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.46353054,0.0,0.0,0.0,0.0016071744,0.051217988,0.023270678,0.39696327,0.0,0.0,0.0,0.0,0.0,0.03336503,0.0,0.0045012045,0.0,0.0,0.0,0.0,0.02554417,0.0,0.0,0.0
4495,мочь_VERB трубить_INFN весь_ADJF мир_NOUN сделать_VERB весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,1,0.0,0.0,0.0023938874,0.0,0.23358884,0.0,0.5343833,0.0,0.0,0.0,0.0,0.22882707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006154431,0.0,0.0,0.0,0.00019148437,0.0,0.0,0.0
4496,вообще_ADVB многие_NPRO человек_NOUN путать_VERB бронхит_NOUN настоящий_ADJF астма_NOUN успешный_ADJF лечение_NOUN гордо_ADVB заявлять_VERB справиться_VERB астма_NOUN трубить_INFN весь_ADJF мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN весь_ADJF+мир_NOUN,1,0.0,0.0,0.038628604,0.0,0.0,0.0,0.1213013,0.0,0.0,0.0,0.0,0.013260651,0.0,0.0,0.0,0.0,0.51248664,0.0,0.0,0.0,0.0,0.0,0.0022292915,0.0,0.0,0.0,0.31209353,0.0,0.0,0.0
4497,перечислять_VERB свой_ADJF хороший_ADJF программист_NOUN швадер_NOUN дэвис_NOUN стефенсон_NOUN также_CONJ трубить_INFN свой_ADJF собственный_ADJF технический_ADJF опыт_NOUN свой_ADJF+собственный_ADJF свой_ADJF+собственный_ADJF свой_ADJF+собственный_ADJF,1,0.0,0.0,0.0,0.0,0.011220601,0.0,0.13998201,0.0,0.0,0.0,0.25726563,0.017260974,0.0013794759,0.0,0.0,0.0,0.0,0.0,0.0,0.045776136,0.0,0.0,0.521218,0.0,0.0,0.0,0.0,0.0,0.0,0.0058971387
4498,пока_ADVB центральный_ADJF телеканал_NOUN взахлёб_ADVB трубить_INFN газовый_ADJF конфликт_NOUN россия_NOUN украина_NOUN мало_ADVB заметить_VERB газпром_NOUN тихий_ADJF сапа_NOUN поднять_VERB цена_NOUN внутренний_ADJF рынок_NOUN 30_NUMR цена_NOUN поэтапно_ADVB растить_VERB весь_ADJF 2009_NUMR год_NOUN,1,0.21356475,0.0,0.0,0.0,0.054098554,0.079204276,0.123482935,0.03118039,0.0,0.000112143935,0.0647504,0.0,0.08418674,0.0009345913,0.053064365,0.002377356,0.0,0.0,0.000235739,0.002443591,0.0,0.0,0.2748597,0.0,0.0,0.0,0.015504417,0.0,0.0,0.0
4499,первое_NOUN сомнение_NOUN относительно_PREP чистота_NOUN система_NOUN возникнуть_VERB файрвол_NOUN начать_VERB трубить_INFN программа_NOUN проситься_VERB интернет_NOUN хотя_CONJ ранний_COMP необходимость_NOUN программа_NOUN возникать_VERB отказать_GRND доступ_NOUN интернет_NOUN программа_NOUN несколько_ADVB минута_NOUN смена_NOUN приходить_VERB просьба_NOUN проверка_NOUN вирус_NOUN дать_VERB результат_NOUN антивирусникнуть_VERB прежний_ADJF говорить_VERB весь_ADJF порядок_NOUN несколько_ADVB+минута_NOUN несколько_ADVB+минута_NOUN несколько_ADVB+минута_NOUN,1,0.0,0.0,0.0005456752,0.0,0.4545299,0.0,0.18770379,0.0002887188,0.0,0.0,0.0,0.00050875347,0.0,0.06654928,0.0,0.0,0.0,0.0,0.0,0.0019428977,0.0,0.0,0.115057655,0.0,0.0,0.0,0.14616469,0.026708707,0.0,0.0
4500,ступать_VERB чудак_NOUN гений_NOUN свой_ADJF трубить_INFN,1,0.0,0.0,0.0138674425,0.0,0.0,0.0,0.33395466,0.0,0.0,0.0,0.47198686,0.0,0.0,0.0,0.0,0.0,0.0,0.0011671581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17902388,0.0,0.0,0.0
4501,помогать_GRND посильно_ADVB ближний_NOUN возвеличиваться_VERB выставлять_VERB напоказ_ADVB благодетель_NOUN трубить_INFN свой_ADJF добрый_ADJF дело_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4472757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55272424,0.0,0.0,0.0
4502,отчасти_ADVB понять_VERB начать_VERB трубить_INFN национальность_NOUN великороссия_NOUN именно_PRCL самый_ADJF явиться_VERB благовидный_ADJF покров_NOUN разрушение_NOUN,1,0.0,0.0010521275,0.027287688,0.0,0.0,0.16967565,0.61714715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043826144,0.0,0.0,0.0016537898,0.003693791,0.0,0.0,0.007971377,0.0,0.0,0.018955277,0.0,0.0,0.108737126
4503,поэтому_ADVB страховой_ADJF компания_NOUN давно_ADVB трубить_INFN получать_VERB прибыть_VERB осаго_NOUN настоять_VERB повышение_NOUN коэффициент_NOUN,1,0.03436208,0.0,0.0,0.0,0.0015599348,0.0,0.2733292,0.0,0.0,0.0,0.0,0.0,0.0005087618,0.0,0.0,0.031036021,0.0,0.0,0.0,0.48402068,0.0,0.0,0.16083176,0.0,0.0,0.0,0.012822386,0.0,0.0,0.0015292375
4504,весь_ADJF год_NOUN сми_NOUN доносить_VERB весь_ADJF правда_NOUN республика_NOUN поэтому_ADVB картинка_NOUN получаться_VERB искажённый_ADJF молдавский_ADJF власть_NOUN повсюду_ADVB трубить_INFN открытый_ADJF торговля_NOUN оружие_NOUN наркотик_NOUN территория_NOUN приднестровье_NOUN,1,0.06788129,0.0,0.0017746,0.0,0.096906856,0.0,0.3710153,0.0,0.0,0.0,0.0,0.0,0.0029282204,0.007604429,0.0,0.0012472136,0.020323016,0.0,0.0,0.002545013,0.18055104,0.0,0.06337743,0.0,0.0,0.10302902,0.080692954,0.00012359957,0.0,0.0
4505,враг_NOUN трубить_INFN красный_ADJF армия_NOUN разгромить_PRTS москва_NOUN взять_PRTS корж_NOUN выдать_VERB крылатый_ADJF фраза_NOUN воевать_INFN 10_NUMR 15_NUMR 20_NUMR год_NOUN советский_ADJF власть_NOUN погибнуть_VERB 20_NUMR+год_NOUN,1,0.0,0.0,0.035988245,0.0,0.0,0.0,0.19794378,0.0,0.36851475,0.0,0.0,0.0,0.00068643497,0.0072788787,0.0,0.33090708,0.0019845557,0.0,0.0,0.0,0.002013406,0.05358584,0.00090774766,5.5287488e-05,0.0,0.00013401337,0.0,0.0,0.0,0.0
4506,являться_VERB злой_ADJS присущий_ADJF капитализм_NOUN трубить_INFN демагог_NOUN,1,0.0,0.0,0.01003286,0.0,0.0063216435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016074756,0.0,0.0,0.69006604,0.0,0.0,0.0,0.0,0.0,0.0,0.24113153,0.0,0.0,0.050840475
4507,иной_ADJF слово_NOUN большой_COMP владимир_NOUN путин_NOUN трубить_INFN успех_NOUN свой_ADJF правительство_NOUN близкий_COMP народ_NOUN уровень_NOUN жизнь_NOUN приближаться_VERB страна_NOUN африка_NOUN,1,0.0,0.0,0.046026673,0.0,0.050894905,0.07912923,0.68653756,0.0,0.0,0.0,5.1847375e-05,0.00011555406,0.00042144395,0.027430179,0.0,0.0,0.0016997523,0.079075515,0.0,0.0,0.0,0.0,0.003929677,0.0,0.0154309245,0.0,0.009197333,0.0,5.942055e-05,0.0
4508,дядечка_NOUN унылость_NOUN ледокол_NOUN доезжать_VERB мясной_ADJF отдел_NOUN заинтересованно_ADVB всматриваться_VERB пакет_NOUN мороженый_ADJF курятина_NOUN вытягивать_VERB пакет_NOUN куриный_ADJF грудка_NOUN поворачиваться_GRND жена_NOUN радостный_ADJF бас_NOUN трубить_INFN весь_ADJF магазин_NOUN,1,0.11463196,0.0,0.0,0.0024392179,0.122018784,0.0,0.0,0.01426543,0.0,0.0,0.0,0.0,0.05997416,0.0,0.0,0.045352384,0.3913418,0.0,0.0,0.0,0.0,0.0033431822,0.0037265115,0.0,0.0,0.0,0.15253235,0.0,0.072222345,0.018151784
4509,пресс-релиз_NOUN трубить_INFN новый_ADJF игра_NOUN собрать_VERB лишь_PRCL кусок_NOUN,1,0.0,0.0,0.03024732,0.0,0.0,0.0,0.0028403962,0.0,0.0,0.0,0.0,0.0,0.0,0.0003625065,0.0,0.0,0.03453369,0.0,0.0,0.0,0.0,0.0,0.89658916,0.0,0.0,0.0,0.034668397,0.0,0.00075854565,0.0
4510,пока_ADVB израиль_NOUN иметь_VERB араб_NOUN сми_NOUN трубить_INFN еврей_NOUN козёл_NOUN араб_NOUN начать_VERB сопротивление_NOUN весь_ADJF фронт_NOUN начнецца_NOUN массовый_ADJF поддержка_NOUN еврей_NOUN относиться_VERB конкретный_ADJF человек_NOUN интерес_NOUN страна_NOUN именно_PRCL конфликт_NOUN удаецца_NOUN договорицца_NOUN победа_NOUN какой-то_ADJF сторона_NOUN сми_NOUN+трубить_INFN сми_NOUN+трубить_INFN сми_NOUN+трубить_INFN,1,0.0,0.0,0.0,0.0,0.017990109,0.0,0.9039981,0.0,0.04133702,0.0,0.0,0.0,0.0,0.0026761557,0.0,0.0068950476,0.0,0.0,0.026926326,0.00017730916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4511,коротенький_ADJF ветка_NOUN дорога_NOUN построить_VERB трубить_INFN пробка_NOUN победить_VERB,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21038093,0.0,0.0,0.0,0.15843475,0.0,0.17671356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068034776,0.0,0.0,0.0,0.0,0.38643602,0.0,0.0
4512,зарубежный_ADJF сми_NOUN вовсю_ADVB трубить_INFN линдсить_VERB самый_ADJF ближний_ADJF время_NOUN мочь_VERB загреметь_INFN полтора_NUMR год_NOUN решётка_NOUN причина_NOUN суд_NOUN мочь_VERB признать_INFN испытательный_ADJF срок_NOUN актриса_NOUN провалиться_PRTF,1,0.0,0.0,0.0,0.0,0.004281911,0.0,0.07150452,3.594548e-06,0.0,0.0,0.13298857,0.0,0.0,0.20902418,0.0,0.0,0.0,0.0,0.0,0.0025066147,0.0,0.00026167868,0.4458448,0.038036,0.0,0.0,0.055189177,0.0,0.0,0.040359013
4513,вред_NOUN алкоголь_NOUN курение_NOUN трубить_INFN врач_NOUN весь_ADJF специальность_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4453031,0.0,0.0,0.09938218,0.0,0.27383742,0.18147732,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4514,мероприятие_NOUN трубить_INFN весь_ADJF газета_NOUN неизменно_ADVB полоса_NOUN газета_NOUN венчать_VERB статья_NOUN иной_ADJF гость_NOUN туда_ADVB пригласить_PRTS весь_ADJF+газета_NOUN,1,0.0,0.0,0.03269612,0.0,0.0,0.0,0.19143347,0.0,0.0,0.0,0.06270456,0.00042760803,0.10444479,0.0020459103,0.0,0.0,0.070639975,3.840255e-05,0.0,0.0,0.0,0.26569,0.0,0.0,0.0,0.0,0.17589535,0.0939838,0.0,0.0
4515,вряд_ADVB какой-нибудь_ADJF ужасный_ADJF происшествие_NOUN трубить_INFN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.7498645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009848925,0.0,0.0,0.0,0.24028657,0.0,0.0,0.0
4516,вслед_ADVB ребёнок_NOUN паника_NOUN разбежаться_VERB гусь_NOUN клаксоня_NOUN словно_CONJ старое_NOUN машина_NOUN воздеть_GRND крыло_NOUN точно_ADVB трубить_INFN ангел_NOUN трубить_INFN+ангел_NOUN трубить_INFN+ангел_NOUN трубить_INFN+ангел_NOUN,1,0.0,0.0,0.0,0.0,0.0,0.00012159748,0.0015006555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17185631,0.24427535,0.0,0.0,0.0,0.0,0.0,0.12741292,0.0,0.0,0.0,0.45483318,0.0,0.0,0.0
4517,капризничать_VERB ничто_NPRO требовать_VERB вежливый_ADJS соглашаться_VERB оповещать_VERB весь_ADJF голос_NOUN свой_ADJF прибытие_NOUN съёмка_NOUN трубить_INFN уходить_VERB,1,0.0,0.0,0.2049833,0.0,0.0,0.0,0.08423732,0.0,0.0,0.0,0.06411441,0.0,0.0,0.0,0.0,0.00038170422,0.0,0.0,0.0,0.0,0.0033125142,0.0,0.0,0.0,0.0,0.0,0.63800097,0.0,0.0,0.004969815
4518,сколько_CONJ год_NOUN трубить_INFN мир_NOUN товарищество_NOUN собственник_NOUN жильё_NOUN бессмысленно_ADVB организовывать_INFN надлежащий_ADJF земельный_ADJF участок_NOUN,1,0.0,0.0,0.0,0.0015732845,0.0003298014,0.0,0.0613169,0.49861383,0.0,0.0,0.0,0.045814116,0.0,0.09936066,0.0,0.0,0.0,0.0,0.0013870626,0.009913412,0.0,0.0,0.25209528,0.0,0.0,0.02933023,0.0002653934,0.0,0.0,0.0
