,sents,targets,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,topic_35,topic_36,topic_37,topic_38,topic_39
3387,фокус_NOUN карбюратор_NOUN пройти_VERB хороший_COMP поискать_INFN насадка_NOUN пылесос_NOUN укомплектовываться_VERB советский_ADJF пылесос_NOUN распылять_INFN довольно_ADVB краска_NOUN жрать_VERB факел_NOUN очень_ADVB большой_ADJF,0,0.0,0.0,0.0,0.0,0.0,7.9040314e-05,0.0,0.0,0.0059495517,0.0026254533,0.0,0.0023027493,0.026397299,0.0,0.0,0.0,0.025991477,0.0,0.0,0.0,0.0,0.029397558,0.46962175,0.0,0.0,0.0,0.00033710588,0.0,0.0,0.0,0.0,0.0,0.07831786,0.070193894,0.0,0.0,0.0014512513,0.0,0.1870707,0.100264385
3388,корейский_ADJF учёный_ADJF удаться_VERB полностью_ADVB очистить_INFN пространство_NOUN высокий_ADJF концентрация_NOUN вирус_NOUN 1_NUMR 1_NUMR просто_PRCL распылять_INFN озонировать_PRTF слегка_ADVB подкислить_PRTF вода_NOUN 1_NUMR+1_NUMR 1_NUMR+1_NUMR 1_NUMR+1_NUMR,0,0.0,0.0,0.00013209616,0.08700596,0.42161617,0.057212368,0.10887993,0.0,0.0,0.0026305309,0.0,0.0,0.0,0.0,0.0,0.027931308,0.00042136948,0.0,0.0,0.05364781,0.0,0.0,0.091895364,0.006347662,0.0,0.0,0.0,0.0,0.0,0.0,0.059195515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013304877,0.08295083
3389,наибольший_ADJF текстурированность_NOUN распылять_INFN сухой_ADJF прядь_NOUN завершение_NOUN укладка_NOUN,0,0.0,0.0,0.0,0.0,0.3543409,0.17772757,0.0,0.0036185223,0.0,0.08940958,0.0,0.06606265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033315227,0.0,0.0,0.0,0.24541493,0.0,0.0,0.0,0.0,0.060094297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,вдаваться_GRND технический_ADJF подробность_NOUN скажем_CONJ лазерный_ADJF принтер_NOUN печатать_VERB сухой_ADJF тонер_NOUN переноситься_VERB бумага_NOUN фиксироваться_VERB струйный_ADJF распылять_INFN бумага_NOUN жидкий_ADJF чернила_NOUN различный_ADJF технология_NOUN печать_NOUN обусловить_VERB следующий_ADJF недостаток_NOUN преимущество_NOUN тип_NOUN принтер_NOUN,0,0.0,0.0,0.000674734,0.0,0.0148923,0.0053283987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014181433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14736676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23146646,0.0,0.0,0.0,0.0,0.0,0.048478946,0.35348147,0.18412955
3391,состав_NOUN средство_NOUN входить_VERB летучий_ADJF газ_NOUN распылять_INFN воздуховод_NOUN необходимый_ADJS сразу_ADVB повернуть_INFN ключ_NOUN замок_NOUN зажигание_NOUN,0,0.0,0.06255937,0.0,0.0,0.122618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016199032,0.0003687494,0.00037162934,0.0,0.12332462,0.031552114,0.0,0.1356813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12709738,0.0,0.0,0.11636863,0.0,0.0,0.0,0.004248397,0.2596108
3392,густой_ADJF краска_NOUN нужный_ADJS большой_ADJF отверстие_NOUN сопло_NOUN форсунка_NOUN краска_NOUN нужно_PRED успеть_INFN переместиться_INFN рабочий_ADJF зона_NOUN разорвать_INFN факел_NOUN воздух_NOUN распылять_INFN больший_ADJF объём_NOUN краска_NOUN,0,0.0,0.0,0.0,0.0,0.1580062,0.040708795,0.0,0.0,0.0,0.0,0.0,0.0,0.015019658,0.0,0.0,0.0,0.17033526,0.0,0.0,0.0021941208,0.0,2.227535e-05,0.3054507,0.0,0.0,0.0,0.09107864,0.0,0.0,0.0,0.0,0.031764667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18541971
3393,сначала_ADVB сопло_NOUN махина_NOUN задать_PRTF компьютерный_ADJF программа_NOUN шаблон_NOUN распылять_INFN тонкий_ADJF слой_NOUN песок_NOUN затем_ADVB поверх_ADVB накладываться_VERB связующий_ADJF материал_NOUN заставлять_VERB песок_NOUN превратиться_INFN масса_NOUN напоминать_PRTF камень_NOUN тонкий_ADJF+слой_NOUN тонкий_ADJF+слой_NOUN тонкий_ADJF+слой_NOUN,0,0.0,0.0,0.0,0.0,0.18303493,0.028207194,0.0,0.0,0.0,0.0,0.0,0.0,0.020418905,0.0,0.0,0.0,0.18657872,0.0,0.0,0.13272247,0.0,0.0,0.0008626971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046337493,0.0,0.0,0.0,0.0,0.18456359,0.21727395
3394,каметон_NOUN спреть_VERB распылять_INFN полость_NOUN рот_NOUN нос_NOUN фаза_NOUN вдох_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.54756665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33385777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11857557
3395,распылять_INFN краска_NOUN нужно_PRED расстояние_NOUN 30_NUMR сантиметр_NOUN поверхность_NOUN,0,0.0,0.0,0.0,0.0,0.20349932,0.13255505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18071471,0.0,0.0,0.0,0.11432014,0.0,0.22247171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344146,0.0,0.0,0.0,0.012024581
3396,невозможно_ADVB распылять_INFN лак_NOUN балончик_NOUN сигарета_NOUN возгорание_NOUN самый_ADJF окурок_NOUN кинуть_INFN бочка_NOUN бензин_NOUN взорваться_VERB,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13142471,0.0,0.0,0.00013558162,0.0,0.0,0.656677,0.0,0.0,0.0,1.4408975e-05,0.0,0.0,0.0,0.0,1.45847225e-05,0.10329395,0.0,0.0,0.0,0.0,0.108439855,0.0,0.0
3397,обычно_ADVB дух_NOUN распылять_INFN волос_NOUN ткань_NOUN носовой_ADJF платок_NOUN перчатка_NOUN одежда_NOUN наносить_INFN дух_NOUN предварительно_ADVB проверить_GRND оставлять_VERB пятно_NOUN,0,0.0,0.0,0.099856816,0.0,0.0,0.07474288,6.812893e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120171,0.0,0.0,0.05588368,0.0,0.0,0.14022893,0.0,0.0,0.0,0.04370659,0.0,0.0,0.0,0.0,0.0,0.07349591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,рекомендовать_VERB использовать_INFN аэрозольный_ADJF краска_NOUN мочь_VERB равномерно_ADVB распылять_INFN краска_NOUN закрасить_INFN свет_NOUN фара_NOUN приводить_VERB нарушение_NOUN закон_NOUN равномерно_ADVB+распылять_INFN равномерно_ADVB+распылять_INFN равномерно_ADVB+распылять_INFN,0,0.0,0.0,0.00018765112,0.0,0.0,0.008003982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231893,0.0,0.0,0.24960664,0.0,0.0,0.23728023,0.0,0.0,0.0,0.0,1.623508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11353867,0.016134216,0.14333934
3399,влажный_ADJF очистка_NOUN необходимый_ADJS тщательно_ADVB почитить_INFN ковровый_ADJF покрытие_NOUN пылесос_NOUN встряхнуть_INFN ёмкость_NOUN моющий_ADJF средство_NOUN добавить_INFN 1_NUMR литр_NOUN вода_NOUN 50_NUMR средство_NOUN равномерно_ADVB распылять_INFN раствор_NOUN очищаюмый_ADJF поверхность_NOUN моющий_ADJF+средство_NOUN равномерно_ADVB+распылять_INFN моющий_ADJF+средство_NOUN равномерно_ADVB+распылять_INFN моющий_ADJF+средство_NOUN равномерно_ADVB+распылять_INFN,0,0.0,0.0,0.0,0.0,0.049484454,0.18312386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07841204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3704397,0.0,0.0,0.0,0.0,0.0,0.0,0.14028373,0.17825632
3400,предотвращение_NOUN запотевание_NOUN распылять_INFN средство_NOUN давать_VERB высохнуть_INFN распылять_INFN+средство_NOUN распылять_INFN+средство_NOUN распылять_INFN+средство_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003544176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89939755,0.09705832
3401,климатический_ADJF камера_NOUN устанавливаться_VERB датчик_NOUN влажность_NOUN температура_NOUN контролировать_VERB состояние_NOUN внутренний_ADJF среда_NOUN климатический_ADJF камера_NOUN увеличение_NOUN влажность_NOUN испытательный_ADJF камера_NOUN осуществляться_VERB генератор_NOUN распылять_INFN вода_NOUN поступать_VERB сигнал_NOUN микроконтроллер_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN,0,0.0,0.0,0.0,0.0,0.1939865,0.0045786733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34019816,0.0,0.0,0.0,0.0,0.0,0.0,0.11606417,0.34517252
3402,постараться_VERB поддерживать_INFN достаточный_ADJF влажность_NOUN комната_NOUN необязательно_ADVB тратиться_INFN устройство_NOUN просто_PRCL изредка_ADVB распылять_INFN жидкость_NOUN пульверизатор_NOUN распылять_INFN+жидкость_NOUN распылять_INFN+жидкость_NOUN распылять_INFN+жидкость_NOUN,0,0.0,0.0,0.0,0.0,0.13236915,0.101661935,0.00028453307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033256703,0.0,0.0,0.12871817,0.0,0.0,0.15781419,0.0,0.0,0.0,0.043232936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28983656,0.14574999
3403,распылять_INFN шоколад_NOUN помощь_NOUN пульверизатор_NOUN краска_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012654784,0.0,0.0,0.0,0.0,0.0,0.6962397,0.0,0.0,0.023038505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26806697,0.0
3404,происходить_VERB время_NOUN беседа_NOUN больной_ADJF распылять_INFN вирус_NOUN покашливание_NOUN чихание_NOUN,0,0.0,0.0,0.2447041,0.0,0.03806685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47634262,0.0,0.0,0.1399869,0.0,0.0,2.7491503e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10086311,0.0,0.0,0.0,0.0,0.0,3.3625925e-05
3405,образование_NOUN употреблять_VERB специальный_ADJF аппарат_NOUN устроенный_ADJF принцип_NOUN пульверизатор_NOUN сжатый_ADJF воздух_NOUN кислород_NOUN распылять_INFN раствор_NOUN вдыхаться_VERB больной_ADJF,0,0.0,0.0,0.0,0.0,0.0,0.00053920323,0.0,0.0035307207,0.0,0.0,0.0,0.0,0.0,0.038460422,0.0,0.0,0.14396551,0.0,0.0,0.0056028864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04392057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7639806
3406,выпускаться_VERB форма_NOUN порошковый_ADJF спреть_GRND применение_NOUN следовать_VERB встряхнуть_INFN баллончик_NOUN распылять_INFN порошок_NOUN волос_NOUN распределить_INFN волос_NOUN массировать_PRTF движение_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.016418098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089639835,0.09143527,0.0,0.0,0.103554964,0.0,0.0,0.0059403423,0.0,0.0,0.0,0.13283913,0.0,0.0,0.0,0.0,0.117958464,0.0,0.0,0.0,0.0,0.0,0.0,0.046795666,0.3954182
3407,барби_NOUN взять_VERB рука_NOUN какой-то_ADJF флакончик_NOUN жидкость_NOUN ядовито_ADVB цвет_NOUN стать_VERB распылять_INFN её_ADJF свой_ADJF волос_NOUN становиться_VERB тёмный_ADJF цвет_NOUN фиолетовый_ADJF отлив_NOUN затем_ADVB взять_VERB тюбик_NOUN нанести_VERB толстый_ADJF слой_NOUN содержимое_NOUN свой_ADJF маленький_ADJF личико_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.28640684,0.05527801,0.0,0.0,0.0,0.00030893277,0.0,0.004264966,5.9287526e-05,0.0,0.02495149,0.14137277,0.0,0.0,0.1215842,0.0,0.052152716,4.9990525e-05,0.0,0.0,0.0,0.19053452,0.0,0.0,0.026296066,0.0,0.0,0.0012576192,0.0,0.0,0.0,0.0,0.057213202,0.0,0.038269375
3408,спреть_VERB распылять_INFN дезодорант_NOUN леди_NOUN спид_NOUN стик_NOUN воздушно-капельный_ADJF способ_NOUN поэтому_ADVB рекомендоваться_VERB использовать_INFN случай_NOUN проблема_NOUN дыхательный_ADJF система_NOUN,0,0.0,0.0,0.0,0.0,9.325407e-05,0.0008405545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20235336,0.0,0.0,0.0,0.12979734,0.0,0.000277802,0.11453313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30128786,0.25081676
3409,способность_NOUN распылять_INFN материал_NOUN различный_ADJF вязкость_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002538993,0.0,0.0,3.0527266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002706385,0.9971599
3410,зал_NOUN распылять_INFN запах_NOUN какао_NOUN корица_NOUN возбуждать_PRTF аромат_NOUN вынуждать_VERB либо_CONJ срочно_ADVB назначать_INFN свидание_NOUN либо_CONJ простой_COMP быстрый_COMP заказать_INFN ещё_PRCL порция_NOUN сводить_PRTF ум_NOUN десерт_NOUN,0,0.0,0.0,0.0,0.0,0.0011986673,0.07366395,0.0,0.0013693279,0.0,0.0,0.052937493,0.0,0.0,0.0,0.0,0.0,0.18198669,0.0,0.0,0.20775913,0.0,0.04272606,0.24483518,0.0,0.0,0.0,0.01346254,0.0,0.0,0.0,0.0,0.035353333,0.05167368,0.0,0.0,0.0,0.0,0.00011572939,0.05210642,0.040811863
3411,работать_VERB гораздо_ADVB хороший_COMP четырёхграть_PRTF маленький_COMP распылять_INFN почва_NOUN хороший_COMP резать_VERB рис_NOUN 32_NUMR гораздо_ADVB+хороший_COMP гораздо_ADVB+хороший_COMP гораздо_ADVB+хороший_COMP,0,0.0,0.0,0.0,0.0,0.0019311192,0.33410332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05559004,0.0,0.0,0.47236905,0.13132039,0.0,0.0025177614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020198077,0.0,0.00014853211,0.0
3412,струить_GRND воздух_NOUN выходить_PRTF сопло_NOUN распылитель_NOUN преодолевать_GRND сила_NOUN сцепление_NOUN частица_NOUN отделочный_ADJF материал_NOUN распылять_INFN мелкий_ADJF капля_NOUN,0,0.0,0.0,0.0,0.0,0.23015171,0.0,0.0,0.09300749,0.0,0.0,0.0,0.0,0.03563868,0.0,0.0,0.115831695,0.06178992,0.0,0.0,0.0029085665,0.0,0.0,0.034864265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42580768
3413,хозяйство_NOUN проводиться_VERB аэрозольный_ADJF вакцинация_NOUN день_NOUN каждый_ADJF вакцинация_NOUN день_NOUN проведение_NOUN вакцинация_NOUN спустя_PREP день_NOUN нея_NOUN гликосан_NOUN распылять_INFN,0,0.0,0.00012883711,0.0,0.029320864,0.00012461901,0.0,0.04585673,0.0,0.0,0.0,0.0,0.0009215517,0.0,0.0,0.0,0.0013395976,0.0,0.0,0.0,0.17597657,0.0,0.005715865,0.0027298068,0.0,0.0772229,0.0,0.2135846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010540204,0.07080781,0.36573005
3414,окрашивать_VERB друг_NOUN друг_NOUN разноцветный_ADJF порошок_NOUN распылять_INFN подкрасить_PRTF вода_NOUN ручной_ADJF насос_NOUN друг_NOUN+друг_NOUN друг_NOUN+друг_NOUN друг_NOUN+друг_NOUN,0,0.0,0.0,0.0,0.0,0.08322739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3105902,0.0,0.0,0.40054604,0.0,0.0,0.018468002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100202665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08696562
3415,потерпеть_VERB авария_NOUN американский_ADJF спутник_NOUN распылять_INFN атмосфера_NOUN радиоактивный_ADJF вещество_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08268915,0.0,0.0,0.0,0.006576752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012830989,0.13177373,0.0,0.0,0.0,0.0,0.0,0.0013889844,0.0,0.0,0.05836573,0.0,0.0,0.0,0.0,0.0,0.0,0.7063747
3416,удаление_NOUN обычный_ADJF дистилляция_NOUN распылять_INFN реакционный_ADJF смесь_NOUN пониженный_ADJF давление_NOUN фенол_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.17320877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044133854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1448103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6775675
3417,короткий_ADJF нажатие_NOUN распылять_INFN препарат_NOUN весь_ADJF волосистый_ADJF частью_ADVB лобковый_ADJF зона_NOUN,0,0.0005004402,0.0,0.0,0.0,0.016287234,0.47355637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18042345,0.0,0.0,0.0,0.0,0.0,0.18182151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025566865,0.14485429
3418,рекомендоваться_VERB зарядить_PRTF программа_NOUN вода_NOUN распылять_INFN помещение_NOUN уничтожение_NOUN различный_ADJF сущность_NOUN,0,0.0,0.0,0.006767454,0.0,0.093260564,0.013693835,0.0,0.08582718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026451943,0.0,0.0,0.0,0.10702243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44369173,0.2232849
3419,сельский_ADJF хозяйство_NOUN вид_NOUN аэрозоль_NOUN применять_VERB ядохимикат_NOUN борьба_NOUN насекомое_NOUN переносчик_NOUN болезнь_NOUN животное_NOUN человек_NOUN вредитель_NOUN культура_NOUN распылять_INFN самолёт_NOUN помощь_NOUN пульверизатор_NOUN аэрозольный_ADJF бомба_NOUN шашка_NOUN др_NOUN сельский_ADJF+хозяйство_NOUN сельский_ADJF+хозяйство_NOUN сельский_ADJF+хозяйство_NOUN,0,0.0,0.0,0.0,0.018881284,0.0,0.07403745,0.00031012308,0.0,0.0061770356,0.04765261,0.0,0.0,0.0,0.00010392664,0.00010321529,0.0,0.2962144,0.0,0.0,0.10233325,0.00091124966,7.968471e-06,0.09203649,0.0,0.0077967243,0.0,0.0,0.0,0.0,0.0,0.008407087,0.22243929,0.0,0.0,0.040330067,0.014031787,0.00059382507,4.75165e-05,0.0,0.06758478
3420,система_NOUN активизировать_PRTS множество_NOUN маленькая_NOUN отверстие_NOUN каждый_ADJF форсунка_NOUN распылять_INFN туман_NOUN смесь_NOUN топливо_NOUN азот_NOUN коллектор_NOUN,0,0.0,0.0,0.0,0.0,0.5232452,0.008790093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012709468,0.0,0.0,0.00037163138,0.0,0.0,0.006658263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037916782,0.46042854
3421,форсунка_NOUN выполнять_VERB самый_ADJF функция_NOUN делать_VERB единственный_ADJF отверстие_NOUN распылять_INFN туман_NOUN дроссельный_ADJF заслонка_NOUN,0,0.0,0.0,0.0,0.0,0.23562154,0.04083451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006639446,0.0,0.0,0.08325504,0.0,0.0,0.3354861,0.0,0.0,0.0,0.00044760498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034207426,0.2694838
3422,применение_NOUN нужно_PRED встряхнуть_INFN баллончик_NOUN шампунь_NOUN распылять_INFN волос_NOUN расстояние_NOUN около_PREP 40_NUMR сантиметр_NOUN 40_NUMR+сантиметр_NOUN 40_NUMR+сантиметр_NOUN 40_NUMR+сантиметр_NOUN,0,2.8637573e-05,0.0,0.0,0.0,0.0015035148,0.09336156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22932056,0.14923808,0.0,0.008451444,0.0,0.0,0.0,0.2540799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10843098,0.0,0.0,0.0,0.15558529
3423,крепкий_ADJF настой_NOUN натуральный_ADJF кофе_NOUN тщательно_ADVB фильтровать_VERB затем_ADVB распылять_INFN камера_NOUN повышенный_ADJF температура_NOUN наполнить_PRTF инертный_ADJF газ_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.055769626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3289489,0.0,0.0,0.14896788,0.0,0.0,0.0016070068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33424973
3424,климатический_ADJF камера_NOUN устанавливаться_VERB датчик_NOUN влажность_NOUN температура_NOUN контролировать_VERB состояние_NOUN внутренний_ADJF среда_NOUN климатический_ADJF камера_NOUN увеличение_NOUN влажность_NOUN испытательный_ADJF камера_NOUN осуществляться_VERB генератор_NOUN распылять_INFN вода_NOUN поступать_VERB сигнал_NOUN микроконтроллер_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN климатический_ADJF+камера_NOUN,0,0.0,0.0,0.0,0.0,0.1939865,0.0045786733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34019816,0.0,0.0,0.0,0.0,0.0,0.0,0.11606417,0.34517252
3425,увидеть_VERB вместо_PREP человек_NOUN гриб_NOUN человек_NOUN корень_NOUN подсознание_NOUN заполнить_PRTS человек_NOUN целиком_ADVB приходить_VERB оттуда_ADVB дедушкин_ADJF табак_NOUN эдакий_ADJF видеть_VERB ментальный_ADJF витальный_ADJF описывать_VERB распылять_INFN спорый_ADJS подсознание_NOUN зиждиться_VERB выражать_VERB свой_ADJF уровень_NOUN сяк_ADVB,0,0.0,0.0,0.03960698,0.0,0.08776319,0.031894702,0.09334698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049036155,0.0,0.10625741,0.0,0.0,0.5428309,0.0,0.0,0.013369465,0.0,0.001009301,0.0,0.0,0.0,0.0,0.0,0.0,0.033007488,0.0,0.045828216,0.0,6.881082e-05,0.0,0.00011296732,0.0,0.0
3426,естественный_ADJF испарение_NOUN воздух_NOUN попадать_VERB чистый_ADJF вод_NOUN ультразвуковой_ADJF прибор_NOUN распылять_INFN жидкость_NOUN весь_ADJF содержаться_PRTF примесь_NOUN распылять_INFN+жидкость_NOUN распылять_INFN+жидкость_NOUN распылять_INFN+жидкость_NOUN,0,0.0,0.0,0.0,0.0,0.32285205,0.03519426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050598238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59135544
3427,устройство_NOUN позволять_PRTF распылять_INFN медикамент_NOUN затем_ADVB доставить_INFN дыхательный_ADJF путь_NOUN называться_VERB ингалятор_NOUN,0,0.0,0.0,0.0,0.0024624043,0.001253909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008538879,0.0,0.0,0.0,0.04278371,0.0,0.0,0.43118164,0.0,0.0,0.0,0.0,0.13034111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110327825,0.28079554
3428,минь_NOUN дополнительный_ADJF возможность_NOUN распылять_INFN внутри_PREP кабина_NOUN пациент_NOUN пантовый_ADJF вытяжка_NOUN ароматический_ADJF масло_NOUN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08892172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017065692,0.0,0.0,0.0,0.0,0.0,0.33814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16425204,0.0,0.0,0.0,0.0,0.0,0.0,0.08095359,0.32756197
3429,ещё_PRCL несколько_ADVB десяток_NOUN год_NOUN назад_ADVB химический_ADJF отход_NOUN производство_NOUN просто_PRCL сбрасывать_VERB окружающий_ADJF среда_NOUN пестицид_NOUN удобрение_NOUN практически_ADVB бесконтрольно_ADVB исходить_GRND утилитарный_ADJF соображение_NOUN распылять_INFN огромный_ADJF территория_NOUN год_NOUN+назад_ADVB окружающий_ADJF+среда_NOUN год_NOUN+назад_ADVB окружающий_ADJF+среда_NOUN год_NOUN+назад_ADVB окружающий_ADJF+среда_NOUN,0,0.038485542,0.0,0.001403578,0.0,0.0057309847,0.0055893874,0.0,7.557803e-05,0.0,0.0,0.0,0.0,0.0,0.002268422,0.0,0.0,0.00033593213,0.0,0.0,0.19775254,0.0,0.0,0.10412817,0.0,0.0,0.0,0.0,0.0013305576,0.0,0.0,0.0,0.21440253,0.0,0.0,0.0,0.0,0.0,0.00028031593,0.0002689906,0.4279475
