,index,class,sentid,lemmas,pos,concr,abstr
2938,2971,1,причесать#140,"['пример', 'система', 'хороший', 'смело', 'выдавать', 'стара', 'млада']","['НА', 'S inan loc', 'NONLEX', ':', 'ADV', 'S - acc', 'V ipf praes indic', ',', 'S inan nom', 'A - - sg brev f -', ',', 'ADV', 'SPRO', 'PART', 'ADV', '“', 'V pf - inf', '”', 'CONJ', 'ADV', 'ADV', 'V ipf - inf', 'CONJ', 'S inan acc', ',', 'CONJ', 'S anim acc', '…']",0.22660254898028262,0.2209742667519774
2939,2972,1,причесать#141,"['оговорка', 'перевести', 'плохо', 'хорошо', 'маршак', 'важнейший', 'вещь', 'бернс', 'праздник', 'святой', 'рукоположение', 'послание', 'вельзевул', 'невозможность', 'веселый', 'нищий', 'знак-кавычки', 'знак-кавычки', 'знак-кавычки', 'знак-кавычки']","['S - nom', 'ПРИ', 'A - loc pl plen - -', 'S inan loc', ':', 'CONJ', 'PART', 'V pf praet indic', '(', 'ADV', 'ADV', '-', '-', 'PART', 'ADV', ',', 'PART', 'ADV', ')', 'S anim nom', 'A supr acc pl plen - inan', 'S inan acc', 'S anim acc', ',', 'A - acc pl plen - inan', ',', 'CONJ', '""', 'S inan nom', 'A - acc pl plen - anim', 'A - loc pl plen - -', '""', ',', '""', 'S inan acc', '""', 'CONJ', '""', 'S inan nom', 'S anim acc', '""', ',', 'CONJ', 'V pf praet indic', 'ДО', 'S inan loc', '""', 'A - loc pl plen - -', 'S anim gen', '""', ';']",0.1960649388144625,0.22340038241739044
2940,2973,1,причесать#142,"['госдума', 'провентилировать', 'депутат', 'отловить', 'умыть', 'попросить', 'потесниться', 'веселый', 'россия', 'занимать', 'позиция', 'знак-кавычки']","['S inan acc', 'V pf praet indic', ',', 'S anim gen', 'V pf praet indic', ',', 'V pf praet indic', ',', 'V pf praet indic', 'CONJ', 'V pf praet indic', 'V pf - inf', ':', '«', 'A - nom sg plen f -', 'S inan nom', '»', 'V ipf praet indic', 'S inan acc', '.']",0.1700694104964881,0.2331655515061846
2941,2974,1,причесать#143,"['следовательно', 'бог', 'абсолютно', 'истинный', 'встречаться', 'абсурд', 'противоречие', 'который', 'стать', 'верить', 'беспрекословно']","[':', ')', ')', ')', ')', 'ADV', ',', 'SPRO', ',', 'ADV', 'CONJ', 'S anim nom', ',', 'ADV', 'A - - sg brev f -', 'PR', 'PARTCP', 'S inan nom', 'CONJ', 'S inan nom', 'A - nom pl plen - -', 'ADV', 'PART', 'V ipf praes indic', 'V pf - inf', ':', ')', ')', ')', 'CONJ', ',', 'V pf praet indic', 'V ipf - inf', ',', 'SPRO', 'ADV', 'V ipf - inf', 'ADV', '.']",0.18599942595299618,0.20104145150688246
2942,2975,1,причесать#144,"['доблестный', 'минфин', 'один', 'гребенка', 'президент', 'рф', 'толковать', 'пофига', 'слово', 'носитель', 'суверенитет', 'народ', 'гарант', 'конституция', 'знак-кавычки']","['CONJ', 'A - nom sg plen m -', 'A - nom sg plen m -', 'S inan nom', 'В', 'A - acc sg plen f -', 'S inan acc', '*', 'V pf praet indic', '*', 'CONJ', 'S anim gen', 'S inan gen', 'PARTCP', 'О', 'NONLEX', '!', 'CONJ', 'S inan dat', 'S inan acc', 'S inan nom', 'S inan gen', 'S inan gen', '(', 'S inan gen', ')', 'CONJ', 'S inan nom', 'S anim gen', 'S inan gen', '...']",0.2614532527499162,0.17746762890091336
2943,2976,1,причесать#145,"['сайт', 'устаногвитя', 'бд', 'адрес', 'компания', 'наполнить', 'лента', 'новость', 'придумать', 'дополнительный', 'сервис', 'последующий', 'работа', 'тематика']","['V pf - inf', 'S inan nom', '+', 'S anim acc', 'S inan nonflex', 'С', 'S inan ins', 'S inan gen', 'CONJ', 'V pf - inf', 'S inan ins', 'S inan gen', 'V pf - inf', 'A - acc pl plen - inan', 'S inan acc', 'A - nom sg plen f -', 'S inan nom', 'С', 'S inan ins', '!', 'ПО', 'S inan acc', 'NONLEX', '.']",0.21413971024788575,0.23905992710636648
2944,2977,1,причесать#146,"['популярность', 'увлажнять', 'крем', 'высокий', 'эффект', 'мгновенный', 'улучшение', 'внешний', 'вид', 'кожа', 'действие', 'увлажнитель', 'основной', 'направить', 'клетка', 'заполнить', 'пространство', 'вещество', 'наиболее', 'приближенный', 'натуральный', 'межклеточный', 'матрикс', 'поверхность', 'начинать', 'отражать', 'луч', 'свет', 'примерно', 'один', 'направление', 'казаться', 'гладкий', 'ровный', 'знак-кавычки']","['S inan nom', 'PARTCP', 'S inan gen', 'A - - sg brev f -', 'ADV', 'ИЗ-ЗА', 'S inan gen', 'A - gen sg plen n -', 'S inan gen', 'A - gen sg plen m -', 'S inan gen', 'S inan gen', '–', 'S inan acc', 'S inan gen', ',', 'В', 'A - loc sg plen m -', ',', 'ADV', 'CONJ', 'PARTCP', 'НА', 'S - acc', ',', 'CONJ', '«', 'V pf - inf', 'A - acc pl plen - inan', 'S inan gen', '»', ',', 'V pf praet ger', 'S inan nom', 'МЕЖДУ', 'SPRO', 'S inan ins', ',', 'ADV', 'A - dat pl plen - -', 'К', 'A - dat sg plen m -', 'A - nom sg plen f -', 'S inan dat', ',', 'PR', 'S - gen', 'S inan acc', 'S inan gen', 'V ipf praes indic', 'V ipf - inf', 'S inan acc', 'S inan gen', 'ADV', 'В', 'A - loc sg plen n -', 'S inan loc', 'CONJ', 'V ipf praes indic', 'A - ins sg plen f -', 'CONJ', 'A - ins sg plen f -', '.']",0.25611874230456516,0.19378543345278781
2945,2978,1,причесать#147,"['удаться', 'добиться', 'соответствие']","['V pf praet indic', 'V pf - inf', 'S inan acc', ',', 'V pf - inf', ';']",0.20420649630072527,0.22210651782431753
2946,2979,1,причесать#148,"['втягивание', 'украина', 'нато', 'обострение', 'отношение', 'россия', 'насильственный', 'украинизация', 'попытка', 'украинский', 'гуманитарный', 'пространство', 'один', 'националистический', 'гребенка', 'знак-кавычки']","['S inan nom', 'S inan gen', 'В', 'S inan nonflex', ',', 'S inan nom', 'S inan gen', 'С', 'S inan ins', ',', 'A - nom sg plen f -', 'S inan nom', 'CONJ', 'S inan nom', 'V pf - inf', 'A - acc sg plen n inan', 'A - acc sg plen n inan', 'S inan acc', 'ПОД', 'A - acc sg plen f -', 'A - acc sg plen f -', 'S inan acc', '""', 'SPRO', '.']",0.1974810851500659,0.20800355859868971
2947,2980,1,причесать#149,"['гаджиев', 'опасаться', 'остаться', 'время', 'возможность', 'состав', 'переход', 'один', 'новый', 'футболист', 'знак-кавычки']","['ПРИ', 'S inan loc', 'S inan loc', 'V ipf praes indic', ',', 'CONJ', 'У', 'SPRO', 'PART', 'PART', 'V pf fut indic', 'S inan gen', 'ДЛЯ', 'S inan loc', '«', 'V pf - inf', 'S inan acc', '»', 'С', 'S inan ins', 'ADV', 'A - gen sg plen m -', 'A - gen sg plen m -', 'S anim gen', '.']",0.20610618939093578,0.21928662357782813
2948,2981,1,причесать#150,"['виновник', 'федеральный', 'вслед', 'областной', 'законодательство', 'который', 'середина', 'год', 'жилец', 'один', 'гребенка', 'знак-кавычки']","['S anim nom', '-', 'A - nom sg plen n -', ',', 'CONJ', 'ADV', 'ЗА', 'SPRO', 'CONJ', 'A - nom sg plen n -', 'S inan nom', ',', 'A - nom pl plen - -', 'В', 'S inan loc', 'A - gen sg plen m -', 'S inan gen', 'V pf praet indic', 'A - loc pl plen - -', 'S anim gen', '""', 'ПОД', 'A - acc sg plen f -', 'S inan acc', '""', '.']",0.17110149557915638,0.23628391259818016
2949,2982,1,причесать#151,"['шутливый', 'манифест', 'вайнштейн', 'предложить', 'мишель', 'посетить', 'премьера', 'фильм', 'айова', 'поучить', 'вместе', 'математика', 'хорошо', 'сбалансировать', 'бюджет', 'конституция', 'сша', 'поиграть', 'пинг-понг', 'подискутировать', 'право', 'гомосексуалист', 'женщина']","['В', 'A - loc sg plen m -', 'S inan loc', 'S anim nom', 'V pf praet indic', 'S anim nom', 'V pf - inf', 'С', 'SPRO', 'S inan acc', 'S inan gen', 'В', 'S anim gen', ',', 'V pf - inf', 'ADV', 'S inan acc', ',', 'ДЛЯ', 'S - gen', 'CONJ', 'ADV', 'V pf - inf', 'S inan acc', ',', 'CONJ', 'V pf - inf', 'ADV', 'S inan acc', 'S inan gen', ',', 'CONJ', 'V pf - inf', 'В', 'S inan acc', 'CONJ', 'V pf - inf', 'О', 'S inan loc', 'S anim gen', 'CONJ', 'S anim gen', '.']",0.17232515982351987,0.24012700250994315
2950,2983,1,причесать#152,"['парк', 'шинник', 'умыть', 'один', 'зеленый', 'уголок', 'левобережье', 'воронеж', 'инициатива', 'губернатор', 'преобразиться', 'знак-кавычки']","['NUM', 'NUM', 'S inan nom', '«', 'S inan nom', '»', 'V pf praet indic', 'CONJ', 'V pf praet indic', 'ADV', 'A - nom sg plen m -', 'A - nom sg plen m -', 'S inan nom', 'S inan acc', 'S inan gen', 'ПО', 'S inan dat', 'S anim gen', 'V pf praet indic', '.']",0.18045626061124306,0.2180531463875985
2951,2984,1,причесать#153,"['молодец', 'овца', 'отмыть', 'побрить', 'кондовый', 'советский', 'год', 'получиться', 'вполне', 'кроссовер', 'задаток', 'нормальный', 'внедорожник']","['S anim nom', 'NONLEX', '-', 'S anim gen', ',', 'V pf praet indic', ',', 'V pf praet indic', 'CONJ', 'V pf praet indic', 'A - nom sg plen m -', 'A - nom sg plen m -', 'NONLEX', 'NUM', '-', 'S - nonflex', 'S inan gen', 'CONJ', 'V pf praet indic', 'PART', 'A - nom sg plen m -', 'ADV', 'S inan nom', ',', 'CONJ', 'СО', 'A - ins pl plen - -', 'S inan ins', 'A - gen sg plen m -', 'S inan gen', '.']",0.19501159984071992,0.21172517211131986
2952,2985,1,причесать#154,"['саратов', 'день', 'рождение', 'умыть', 'развеселить', 'сообщать', 'издание', 'бантик', 'знак-кавычки', 'знак-кавычки']","['«', 'S inan nom', 'КО', 'S inan dat', 'S inan gen', 'V pf praet indic', ',', 'V pf praet indic', 'CONJ', 'V pf praet indic', '»', ',', '-', 'V ipf praes indic', 'S inan nom', ',', '-', '«', 'PART', 'PART', 'БЕЗ', 'S inan gen', '!', '»', '.']",0.2602953162770008,0.18945416301384788
2953,2986,1,причесать#155,"['видно', 'мальчик', 'позирование']","['ADV', ',', 'CONJ', 'S anim acc', 'V pf praet indic', 'ПЕРЕД', 'S inan acc', '.']",0.19417828953690336,0.25235586473333455
2954,2987,1,причесать#156,"['влажный', 'чистка', 'дать', 'ткань', 'высохнуть', 'ворс', 'мягкий', 'щетка']","['ПОСЛЕ', 'A - gen sg plen f -', 'S inan gen', 'ADV', 'V pf - inf', 'S inan acc', 'V pf - inf', ',', 'CONJ', 'ADV', '–', 'V pf - inf', 'S inan nom', 'A - ins sg plen f -', 'S inan ins', '.']",0.21673143614210288,0.2118457534977926
2955,2988,1,причесать#157,"['потребность', 'рука', 'обученный', 'специалист']","['SPRO', 'PART', 'V pf praet indic', 'SPRO', 'ПОД', 'A - acc pl plen - inan', 'S inan acc', ',', 'CONJ', 'CONJ', 'CONJ', 'S inan ins', 'PART', 'SPRO', 'A - loc pl plen - -', 'S anim gen', '.']",0.18055391986924457,0.2048443289146306
2956,2989,1,причесать#158,"['автосервис', 'один', 'гребенка', 'невозможно', 'нужный', 'дифференциация']","['V pf - inf', 'A - nom pl plen - -', 'S anim nom', 'ПОД', 'A - acc sg plen f -', 'S inan acc', 'ADV', ',', 'ADV', 'A - - sg brev f -', 'S inan nom', '.']",0.16298329080371698,0.2373474118534491
2957,2990,1,причесать#159,"['дарование', 'отсутствие', 'оное', 'один', 'гребенка']","['PART', 'ADV', 'S inan acc', 'CONJ', 'S inan nom', 'S - gen', 'V pf - inf', 'ПОД', 'A - acc sg plen f -', 'S inan acc', '?']",0.21474069188071118,0.21124159956335786
2958,2991,1,причесать#160,"['слегка', 'другой', 'ум', 'стандартный', 'случай', 'один', 'гребенка', 'знать', 'история', 'сосед', 'лицо']","['S - nom', 'V ipf praet indic', 'ADV', 'A - nom sg plen m -', ',', 'CONJ', 'PART', 'A - gen sg plen m -', 'S inan gen', 'A - nom sg plen m -', 'S anim nom', 'SPRO', 'ADV', 'SPRO', 'V pf praet indic', 'ПОД', 'A - acc sg plen f -', 'S inan acc', ',', 'SPRO', 'ADV', 'V ipf praes indic', 'A - nonflex nonflex plen - -', 'S inan acc', 'CONJ', 'S inan acc', 'S anim gen', 'В', 'S inan acc', '.']",0.189662838373128,0.25077458416347653
2959,2992,1,причесать#161,"['вдруг', 'наркоман', 'жизнь', 'остаться', 'инвалид', 'корявый', 'тремор', 'один', 'гребенка', 'гуманист']","['С', 'S - gen', 'ADV', ',', 'A - nom sg plen m -', 'S anim nom', 'НА', 'A - acc sg plen f -', 'S inan acc', 'V pf praet indic', 'V pf praet indic', 'S anim ins', ',', 'CONJ', 'В', 'A - nonflex nonflex plen - -', 'A - loc pl plen - -', 'ИЗ-ЗА', 'S inan acc', 'SPRO', 'ADV', 'SPRO', 'V pf praet indic', 'ПОД', 'A - acc sg plen f -', 'S inan acc', 'SPRO', 'PART', 'S anim nom', '.']",0.18761858602557602,0.19703355505709635
2960,2993,1,причесать#162,"['северская', 'значит', 'профессиональный', 'язык', 'милиционер', 'представить', 'экран', 'знак-кавычки']","['INTJ', 'S inan nom', ':', 'ADV', ',', 'ADV', 'ADV', 'ADV', '«', 'V pf - inf', '»', 'A - nom sg plen m -', 'S inan nom', 'A - gen pl plen - -', 'S anim gen', ',', 'ADV', ',', 'ADV', 'SPRO', 'PARTCP', 'НА', 'S inan loc', '.']",0.17671876282479568,0.27617157611208615
2961,2994,1,причесать#163,"['мазуровский', 'завидовать', 'нелидовец', 'мыслить', 'глобально', 'свет', 'билл', 'гейтс', 'например', 'поголовно', 'россиянин', 'дерипаска', 'хотеться', 'люмпенский', 'гребенка']","['A - dat sg plen m -', 'SPRO', 'S - acc', 'V ipf praet indic', ',', 'ADV', 'S anim dat', 'V ipf praes indic', ',', 'V ipf praes indic', 'ADV', 'CONJ', 'PART', ',', 'CONJ', 'S - nom', 'НА', 'S inan loc', 'V ipf praes indic', 'PART', 'S anim dat', 'S anim nom', 'ADV', ',', 'CONJ', 'S - nom', 'ADV', 'S anim nom', 'S anim loc', 'CONJ', 'SPRO', 'ADV', 'V ipf praes indic', 'S - acc', 'A - gen sg plen m -', 'S inan gen', 'V pf - inf', '???']",0.19327415850428353,0.2516248231392237
2962,2995,1,причесать#164,"['который', 'переврать', 'отчет', 'прилизать', 'переформатировать', 'сделать', 'знак-кавычки', 'знак-кавычки']","['A - nom sg plen m -', ',', 'ADV', ',', 'V pf praet indic', 'NUM', 'S inan gen', 'PR', 'S inan gen', ',', '«', 'V pf praet indic', '»', ',', '«', 'V pf praet indic', '»', ',', 'V ipf praet indic', 'CONJ', 'ADV', 'ADV', 'S - gen', 'С', 'SPRO', 'V pf praet indic', '.']",0.20931772496710263,0.22750731812652922
2963,2996,1,причесать#165,"['общий', 'завтра', 'попробовать', 'цвет', 'поступить', 'предложение', 'знак-кавычки']","['В', 'A - loc sg plen m -', ',', 'ADV', 'V pf fut indic', '""', 'V pf - inf', '""', 'ADV', 'S inan gen', 'СОГЛАСНО', 'A - dat pl plen - -', 'PARTCP', 'S inan dat', '.']",0.21145355284703846,0.22433425763377368
2964,2997,1,причесать#166,"['инженер', 'показаться', 'достаточно', 'наружность', 'авто', 'доработать', 'мотор', 'л.', 'знак-кавычки']","['CONJ', 'S anim dat', 'ИЗ', 'NONLEX', 'NONLEX', 'CONJ', 'S - gen', 'V pf praet indic', 'PART', 'ADV', ',', 'CONJ', 'SPRO', 'PART', 'PART', 'PART', '«', 'V pf praet indic', '»', 'S inan nom', 'S inan nonflex', ',', 'CONJ', 'CONJ', 'V pf praet indic', 'S inan acc', 'ДО', 'NUM', 'S - nonflex', 'S inan nonflex', '.']",0.1535958371104347,0.24872507180242193
2965,2998,1,причесать#167,"['второй', 'один', 'учет', 'наработка', 'знак-кавычки']","['PART', 'CONJ', 'A - nom sg plen m -', 'ЗА', 'A - acc - plen n inan', '""', 'V pf fut indic', '""', 'С', 'S inan ins', 'S inan gen', '.']",0.18244629508514912,0.2703948453322083
2966,2999,1,причесать#168,"['дизайн', 'суперский', 'знать', 'решить', 'сталь', 'появляться', 'нужный', 'строчка', 'поседредине', 'объект']","['S inan nom', 'A - gen sg plen m -', ',', 'CONJ', ',', 'CONJ', 'PART', 'PARTCP', 'SPRO', 'CONJ', 'A - nom sg plen f -', 'V ipf praes indic', 'CONJ', 'CONJ', 'V pf praet indic', 'V pf - inf', ',', 'CONJ', 'S inan loc', 'V ipf - inf', ',', 'PART', 'A - acc pl plen - inan', 'S inan acc', 'ADV', 'S inan gen', '.']",0.18242492583732756,0.2049041801320443
2967,3000,1,причесать#169,"['стиль', 'совсем', 'критично']","['ADV', ',', 'ПО', 'S inan dat', 'V pf - inf', 'ADV', 'ADV', ',', 'CONJ', 'ADV', 'PART', 'ADV', '.']",0.18710878444149762,0.21320246559428097
2968,3001,1,причесать#170,"['похоже', 'один', 'гребенка', 'комплексный', 'отрасль', 'право', 'законодательство', 'знак-кавычки']","['ADV', 'SPRO', 'ПОД', 'A - acc sg plen f -', 'S inan acc', '""', 'V pf praet indic', '""', 'A - nom pl plen - -', 'S inan nom', 'S inan gen', 'CONJ', 'S inan gen', 'S inan gen', '.']",0.2011711874706789,0.2289128228228886
2969,3002,1,причесать#171,"['блогер', 'один', 'гребенка']","['–', 'ADV', 'A - gen pl plen - -', 'S anim acc', 'V pf - inf', 'ПОД', 'A - acc sg plen f -', 'S inan acc', '.']",0.21055362986660184,0.19123315495019116
2970,3003,1,причесать#172,"['число', 'распознаваться', 'эксель', 'знак-кавычки']","['ADV', 'S inan gen', 'PART', 'V ipf praes indic', 'S anim nom', 'CONJ', 'SPRO', 'ADV', '""', 'V pf - inf', '""', '.']",0.2520471886499498,0.21509729916048342
2971,3004,1,причесать#173,"['хотеть', 'один', 'гребенка']","['S - loc', 'V ipf praet indic', 'V pf - inf', 'ПОД', 'A - acc sg plen f -', 'S inan acc', '.']",0.21858469092368266,0.19526760860900808
2972,3005,1,причесать#174,"['легко', 'сделать', 'способ', 'поперек', 'виток', 'намотать', 'сердечник', 'проволока']","['CONJ', 'S - nom', 'ADV', 'V pf - inf', 'NUM', 'S inan ins', ',', 'CONJ', 'V pf - inf', 'SPRO', 'ADV', 'ПО', 'S inan dat', 'PARTCP', 'НА', 'SPRO', 'CONJ', 'НА', 'S inan acc', 'S inan gen', ',', 'CONJ', 'V pf - inf', 'SPRO', 'ВДОЛЬ', '.']",0.24306152260714,0.21191840271413734
2973,3006,1,причесать#175,"['важный', 'привести', 'порядок', 'мысль', 'идея', 'знак-кавычки']","['CONJ', ',', 'CONJ', 'ADV', 'A comp - - plen - -', ',', 'SPRO', ',', 'ADV', ',', 'V pf praet indic', 'В', 'S inan acc', 'A - nom pl plen - -', 'S inan nom', 'CONJ', '«', 'V pf praet indic', '»', 'S inan gen', '.']",0.2708517626046918,0.19544535497852308
2974,3007,1,причесать#176,"['произведение', 'американка', 'мелодрама', 'назвать', 'деталь', 'который', 'позволять', 'текст', 'один', 'гребенка', 'слезливый', 'дамский', 'роман']","['S inan nom', 'S anim nom', 'CONJ', 'CONJ', 'S inan ins', 'V pf - inf', 'ADV', 'CONJ', 'PART', 'V ipf praes indic', 'В', 'SPRO', 'S inan nom', ',', 'A - nom sg plen f -', 'PART', 'V ipf praes indic', 'V pf - inf', 'S inan acc', 'ПОД', 'A - acc sg plen f -', 'S inan acc', 'СО', 'A - ins pl plen - -', 'A - ins pl plen - -', 'S inan ins', '.']",0.2096808366433337,0.22020486851512064
2975,3008,1,причесать#177,"['планировать', 'издать', 'страничка', 'отдельный', 'книжка', 'совершенно', 'время', 'загнать', 'электронный', 'текст', 'существовать', 'рукопись', 'знак-кавычки', 'знак-кавычки']","['SPRO', 'V ipf praes indic', 'V pf - inf', '""', 'S inan acc', '""', 'A - ins sg plen f -', 'S inan ins', ',', 'CONJ', 'CONJ', 'ADV', 'ADV', 'S inan gen', ',', 'CONJ', 'ADV', '""', 'V pf - inf', '""', 'CONJ', 'V pf - inf', 'В', 'A - acc sg plen m inan', 'S inan acc', 'CONJ', ',', 'CONJ', 'ADV', 'V ipf praes indic', 'В', 'S inan loc', '.']",0.2170645923595482,0.2100731505652275
2976,3009,1,причесать#178,"['полуторакилометровый', 'зона', 'олимпийский', 'чиновник', 'планировать', 'рекламный', 'носитель', 'должный', 'унифицировать', 'размер', 'цвет', 'форма', 'гармонично', 'вписываться', 'ландшафтный', 'архитектурный', 'историко-культурный', 'особенность', 'территория', 'знак-кавычки', 'знак-кавычки', 'знак-кавычки']","['CONJ', 'A - acc sg plen f -', 'A - acc sg plen f -', 'S inan acc', 'ВОКРУГ', '«', 'A - gen sg plen m -', '»', 'S anim nom', 'V ipf praes indic', '«', 'V pf - inf', '»', ':', 'A - nom pl plen - -', 'A - nom pl plen - -', 'S anim nom', 'A - - pl brev - -', 'V ipf - inf', 'PARTCP', 'ПО', 'S inan dat', ',', 'S inan dat', ',', 'S inan loc', 'CONJ', '«', 'ADV', 'V ipf - inf', 'В', 'A - gen sg plen m -', '-', 'A - nom pl plen - -', 'CONJ', 'A - nom pl plen - -', 'S inan nom', 'S inan gen', '»', '.']",0.2374207699852183,0.23415978010238658
2977,3010,1,причесать#179,"['доставлять', 'экстраверт', 'рано', 'интроверт', 'поздно', 'входить', 'первый', 'подвернуться', 'подходящий', 'группа', 'начинать', 'знак-кавычки']","['CONJ', 'CONJ', 'S - nom', 'ADV', 'PART', 'V ipf praes indic', ',', '(', 'S inan nom', 'ADV', ',', 'S inan gen', 'ADV', ')', ',', 'V ipf praes indic', 'В', 'A - acc sg plen f -', 'PARTCP', 'ADV', 'CONJ', 'ADV', 'A - acc sg plen f -', 'S inan acc', ',', 'CONJ', 'ADV', 'V ipf praes indic', '""', 'S - loc', 'V pf - inf', '""', '.']",0.20758854173518335,0.2367203732424589
2978,3011,1,причесать#180,"['документ', 'получить', 'внимательно', 'изучить', 'вероятно', 'потребоваться', 'внести', 'изменение', 'знак-кавычки']","['S inan nom', 'ADV', 'V pf - inf', ',', 'ADV', 'V pf - inf', 'SPRO', 'CONJ', 'ADV', 'V pf fut indic', 'SPRO', '""', 'V pf - inf', '""', '-', 'S - nonflex', 'V pf - inf', 'S inan acc', '.']",0.20744571903800826,0.23921662785660916
2979,3012,1,причесать#181,"['собираться', 'выпустить', 'достаточно', 'полный', 'вариант', 'список', 'анонсировать', 'антипирата']","['ADV', ',', 'SPRO', ',', 'ADV', ',', 'V ipf praet indic', 'S - nom', 'ADV', 'V pf - inf', 'CONJ', 'V pf - inf', 'ADV', 'A - nom sg plen m -', 'S inan nom', 'S inan gen', ',', 'ПЕРЕД', 'S - ins', ',', 'CONJ', 'V ipf - inf', 'SPRO', 'НА', 'A - loc sg plen m -', 'PART', 'S inan loc', ',', 'CONJ', '...']",0.22147420245478924,0.21371861649709273
2980,3013,1,причесать#182,"['впереди', 'автор', 'успеть', 'прилизать', 'знак-кавычки', 'знак-кавычки']","['ADV', 'ADV', 'У', 'S anim gen', ',', 'SPRO', 'ADV', 'V pf fut indic', '""', 'V pf - inf', '""', 'CONJ', '""', 'V pf - inf', '""', '.']",0.20616777509763667,0.23961448178449668
2981,3014,1,причесать#183,"['помойка', 'который', 'представлять', 'код', 'увидеть']","['ADV', 'S inan acc', ',', 'A - acc sg plen f -', 'V ipf praes indic', 'ИЗ', 'SPRO', 'A - nonflex nonflex plen - -', 'S inan nom', ',', 'V pf - inf', ',', 'PART', 'SPRO', '-', 'PART', 'S - gen', 'PART', 'V pf fut indic', '.']",0.2053904674074674,0.220408096705777
2982,3015,1,причесать#184,"['пресса', 'практически', 'везде', 'одинаковый', 'стать', 'хорошо', 'закон', 'сми']","['PR', 'S inan gen', '-', 'ADV', 'SPRO', 'ADV', 'ADV', 'A - nom sg plen f -', 'V pf praet indic', ',', 'SPRO', 'ADV', 'V pf praet indic', 'S inan ins', 'О', 'S inan loc', '.']",0.2076711745483904,0.2009350818983786
2983,3016,1,причесать#185,"['рассказ', 'работать', 'блеск']","['НАД', 'S inan ins', 'ADV', 'V ipf - inf', 'CONJ', 'V ipf - inf', ',', 'S inan acc', 'PART', 'V pf - inf', 'A - acc pl plen - inan', 'ДО', 'S inan gen', '.']",0.25374695166901895,0.20980672627924346
2984,3017,1,причесать#186,"['смысл', 'крыться', 'женщина', 'любить', 'пытаться', 'классификация', 'знак-кавычки']","['CONJ', 'A - nom sg plen m -', 'S inan nom', 'V ipf praes indic', 'В', 'S - loc', ',', 'CONJ', 'SPRO', 'S anim gen', 'V ipf praet indic', 'A - ins pl plen - -', 'A - nom pl plen - -', 'SPRO', 'V ipf praes indic', ',', 'PART', 'V ipf praes ger', '""', 'V pf - inf', '""', 'ПОД', 'A - acc sg plen f -', 'S inan acc', '.']",0.2244513329395273,0.22712251730548286
2985,3018,1,причесать#187,"['жизнь', 'накладывать', 'различный', 'отпечаток', 'который', 'общий', 'гребенка', 'удаваться', 'первоначально', 'создать']","['A - nom sg plen f -', 'S inan nom', 'V ipf praes indic', 'НА', 'SPRO', 'A - acc pl plen - inan', 'S inan acc', ',', 'A - nom pl plen - -', 'ПОД', 'A - acc sg plen f -', 'S inan acc', 'ADV', 'ADV', 'PART', 'V ipf praes indic', 'V pf - inf', 'PART', 'S - dat', ',', 'S - nom', 'SPRO', 'ADV', 'V pf praet indic', '.']",0.2069697074835048,0.21131830372092647
2986,3019,1,причесать#188,"['лично', 'видеть', 'приложить', 'обессудить', 'вполне', 'найтись', 'творение', 'обстоятельство', 'пас']","['ADV', 'SPRO', 'PART', 'V ipf praes indic', 'ADV', 'ADV', 'CONJ', 'CONJ', 'ADV', 'V pf - inf', ',', 'PART', 'PART', 'V pf - imper', 'ADV', ',', 'ADV', 'ADV', 'CONJ', 'V pf fut indic', 'S - nom', ',', 'S - nom', 'ADV', 'V pf fut indic', 'A - nom sg plen n -', 'S inan nom', ',', 'CONJ', 'ADV', 'SPRO', 'В', 'A - loc pl plen - -', 'S inan loc', '-', 'S inan nom', '.']",0.22806702383491273,0.26201530064975836
2987,3020,1,причесать#189,"['естественно', 'базовый', 'техника', 'делать', 'мощный', 'мозг', 'человек', 'обладать', 'любой', 'второразрядник', 'нуль']","['ADV', ',', 'CONJ', 'БЕЗ', 'A - gen sg plen f -', 'S inan gen', 'V ipf - inf', 'S - nonflex', 'NONLEX', 'ADV', ',', 'A - ins sg plen m -', 'PART', 'A - ins sg plen m -', 'S inan ins', 'S anim nom', 'PART', 'V ipf praet indic', ',', 'A - nom sg plen m -', 'S anim nom', 'A - nonflex nonflex plen - -', 'ПОД', 'S inan acc', 'V pf fut indic', '.']",0.1844253625280182,0.25755800435009135
2988,3021,1,причесать#190,"['вместе', 'ярон', 'постараться', 'развесистый', 'клюква', 'который', 'русский', 'зритель', 'вызвать', 'гомерический', 'хохот', 'душок', 'оставаться', 'знак-кавычки']","['ADV', 'С', 'S inan loc', 'SPRO', ',', 'ADV', 'V ipf praet indic', ',', 'V pf praet indic', 'V pf - inf', '«', 'A - acc sg plen f -', 'S inan acc', '»', ',', 'A - nom sg plen f -', 'У', 'A - gen pl plen - -', 'S anim gen', 'V pf praet indic', 'PART', 'PART', 'A - nom sg plen m -', 'S inan nom', ',', 'CONJ', 'ADV', 'S inan nom', 'V ipf praet indic', '.']",0.2532150869998857,0.20049524055311826
