sent,verb,Class,sent_with_target
"Но учти , что твоему хлопцу потребуется проявить недюжинные актерские способности , чтобы убедить целый консилиум врачей , по изрядной своре собак на деле раскалывания липовых больных .",съедать,1,"Но учти , что твоему хлопцу потребуется проявить недюжинные актерские способности , чтобы убедить целый консилиум врачей , TARGET по изрядной своре собак на деле раскалывания липовых больных ."
"Но есть и другая точка зрения . Согласно нее от улуг типа регистрации ООО и внесения изменений в учредительные документы , от юридического обслуживания клиентов по фиксированной ставке в месяц через некоторое время придется отказываться . Поскольку они время и соответственно деньги компетентных профессионалов . Т. е. по сути невыгодны , если у вас не принято на работу много девочек и мальчиков , которые стоят в очередь в налоговую и т.п. , и не организован большой приток клиентов по искомым областям . Вместо этого полагается более выгодным брать разовые и ОЧЕНЬ высокооплачиваемые заказы , заботясь о своей репутации и четком установлении объема работы и цены .",съедать,1,"Но есть и другая точка зрения . Согласно нее от улуг типа регистрации ООО и внесения изменений в учредительные документы , от юридического обслуживания клиентов по фиксированной ставке в месяц через некоторое время придется отказываться . Поскольку они TARGET время и соответственно деньги компетентных профессионалов . Т. е. по сути невыгодны , если у вас не принято на работу много девочек и мальчиков , которые стоят в очередь в налоговую и т.п. , и не организован большой приток клиентов по искомым областям . Вместо этого полагается более выгодным брать разовые и ОЧЕНЬ высокооплачиваемые заказы , заботясь о своей репутации и четком установлении объема работы и цены ."
"Одностворчатые прозрачные шторы для ванн позволяют не скрывать всю прелесть выполненного ремонта , шторки на всю длинну ванны напротив закрывают плитку и не рекомендуются для установки в малогабаритных ванных комнатах , так как "" "" объем помещения .",съедать,1,"Одностворчатые прозрачные шторы для ванн позволяют не скрывать всю прелесть выполненного ремонта , шторки на всю длинну ванны напротив закрывают плитку и не рекомендуются для установки в малогабаритных ванных комнатах , так как "" TARGET "" объем помещения ."
"Любой бизнес требует развития , иначе рост затрат будет « » прибыль .",съедать,1,"Любой бизнес требует развития , иначе рост затрат будет « TARGET » прибыль ."
"Но не учитывают что инфляция заработную плату за пол года , а значит учитывая ситуацию я вынужден менять работу если заработную плату не индексирует работодатель .",съедать,1,"Но не учитывают что инфляция TARGET заработную плату за пол года , а значит учитывая ситуацию я вынужден менять работу если заработную плату не индексирует работодатель ."
Пространство экрана ? - его он тоже « » .,съедать,1,Пространство экрана ? - его он тоже « TARGET » .
"Натяжение спиц так же важно , именно из-за плохо натянутых спиц могут самопроизвольно появиться восьмерки на ободах , а плохо натянутые спицы не только « » ваши силы при педалировании , но и могут не выдержать наезда на неожиданное препятствие .",съедать,1,"Натяжение спиц так же важно , именно из-за плохо натянутых спиц могут самопроизвольно появиться восьмерки на ободах , а плохо натянутые спицы не только « TARGET » ваши силы при педалировании , но и могут не выдержать наезда на неожиданное препятствие ."
"Уже не составляет секрета тот факт , что одной из главных , хотя и не афишируемых , причин нынешней атаки на Муаммара Каддафи являются 38 млрд. ливийских долларов , благополучно "" "" в кризисные 2008 - 2010 гг .",съедать,1,"Уже не составляет секрета тот факт , что одной из главных , хотя и не афишируемых , причин нынешней атаки на Муаммара Каддафи являются 38 млрд. ливийских долларов , благополучно "" TARGET "" в кризисные 2008 - 2010 гг ."
"Стало очень много боковиков или , говоря ставшим популярным термином – много пилы , которая их капитал и не даёт заработать , поскольку как только движение начинается , оно вскоре останавливается и совершает разворот , не развиваясь в масштабный тренд .",съедать,1,"Стало очень много боковиков или , говоря ставшим популярным термином – много пилы , которая TARGET их капитал и не даёт заработать , поскольку как только движение начинается , оно вскоре останавливается и совершает разворот , не развиваясь в масштабный тренд ."
Зачастую больше всего нервов жениха оно .,съедать,1,Зачастую больше всего нервов жениха TARGET оно .
Машина ненасытно и послушно километры .,съедать,1,Машина ненасытно и послушно TARGET километры .
"Боковые стенки , очень большой площади и тонкие изначально , теперь хорошо защищены ; другим стенкам ничего и не надо – только объём .",съедать,1,"Боковые стенки , очень большой площади и тонкие изначально , теперь хорошо защищены ; другим стенкам ничего и не надо – только объём TARGET ."
"Кроме того , имея в виду , что затраты на создание и эксплуатацию технических средств для работы в экстремальных средах в значительной степени зависят от их массы и габаритов , очевидно следующее : - . обитаемые средства « » большую часть массы и габаритов из за необходимости введения в их состав систем жизнеобеспечения людей и многократного резервирования различных модулей изделий . - выполнение информационных и рабочих операций автоматическими или дистанционно управляемыми средствами , минимизирует ошибки в работе от влияния « человеческого фактора » , особенно в ситуациях , когда сам человек подвергается влиянию факторов экстремальной среды .",съедать,1,"Кроме того , имея в виду , что затраты на создание и эксплуатацию технических средств для работы в экстремальных средах в значительной степени зависят от их массы и габаритов , очевидно следующее : - . обитаемые средства « TARGET » большую часть массы и габаритов из за необходимости введения в их состав систем жизнеобеспечения людей и многократного резервирования различных модулей изделий . - выполнение информационных и рабочих операций автоматическими или дистанционно управляемыми средствами , минимизирует ошибки в работе от влияния « человеческого фактора » , особенно в ситуациях , когда сам человек подвергается влиянию факторов экстремальной среды ."
Здесь сразу же надо оговориться : обычно масла « » цвет .,съедать,1,Здесь сразу же надо оговориться : обычно масла « TARGET » цвет .
"Да , но если говорится о еде , то в разговорной речи to put down значит , выпить что-либо .",съедать,1,"Да , но если говорится о еде , то в разговорной речи to put down значит TARGET , выпить что-либо ."
Причем моющие средства « » 60 % всех затрат .,съедать,1,Причем моющие средства « TARGET » 60 % всех затрат .
"Переезд квартиры , офисный переезд в Москве не вызывает затруднений при минимальном объеме перевозимой мебели , которая значительный объем и требует привлечения услуг грузчиков .",съедать,1,"Переезд квартиры , офисный переезд в Москве не вызывает затруднений при минимальном объеме перевозимой мебели , которая TARGET значительный объем и требует привлечения услуг грузчиков ."
"Можно учить для галочки , формально , при этом бюджет .",съедать,1,"Можно учить для галочки , формально , TARGET при этом бюджет ."
"Разработчики 500 Karabag специально отказались от электрического отопителя в салоне , чтобы он не « » аккумуляторы .",съедать,1,"Разработчики 500 Karabag специально отказались от электрического отопителя в салоне , чтобы он не « TARGET » аккумуляторы ."
"Главное , что страницы без графики ( она и даром не нужна ) , легковесомые , трафик практически не будут , а открываться будут быстро .",съедать,1,"Главное , что страницы без графики ( она и даром не нужна ) , легковесомые , трафик TARGET практически не будут , а открываться будут быстро ."
"Но тогда пропадает смысл аренды квартиры : ресторанная пища будет « » средства , сэкономленные на стоимости проживания в отеле .",съедать,1,"Но тогда пропадает смысл аренды квартиры : ресторанная пища будет « TARGET » средства , сэкономленные на стоимости проживания в отеле ."
"А так как денежный товарооборот в начале 1922 г. вследствие расширения емкости рынка благодаря продаже за деньги той части продукции государственной промышленности , которая раньше распределялась безденежно в натуральном виде , сильно возрос , также как он возрос вследствие платности государственных и коммунальных услуг , введения денежных налогов и увеличения продажи продуктов кустарной промышленности , то все это увеличение было , было уравновешено возросшею быстротой оборота денег .",съедать,1,"А так как денежный товарооборот в начале 1922 г. вследствие расширения емкости рынка благодаря продаже за деньги той части продукции государственной промышленности , которая раньше распределялась безденежно в натуральном виде , сильно возрос , также как он возрос вследствие платности государственных и коммунальных услуг , введения денежных налогов и увеличения продажи продуктов кустарной промышленности , то все это увеличение было TARGET , было уравновешено возросшею быстротой оборота денег ."
"Даже в новом логотипе компании ушла латинская буква S , а появилась явно видимая V . Похоже несколько лет назад компания Veritas все-таки победила , во всяком случае в российском офисе .",съедать,1,"Даже в новом логотипе компании ушла латинская буква S , а появилась явно видимая V . Похоже TARGET несколько лет назад компания Veritas все-таки победила , во всяком случае в российском офисе ."
"Сейчас же , как вы знаете , львиную долю средств ЖКХ .",съедать,1,"Сейчас же , как вы знаете , львиную долю средств TARGET ЖКХ ."
" пару собак , посыпанных несколькими пудами соли на этом деле , мы с сотоварищи , попытались составить краткую инструкцию по переносу wordpress блога .",съедать,1,"TARGET пару собак , посыпанных несколькими пудами соли на этом деле , мы с сотоварищи , попытались составить краткую инструкцию по переносу wordpress блога ."
"Сердце их ярость , .",съедать,1,"Сердце их ярость TARGET , ."
Большую часть коммунальных услуг оплата отопления .,съедать,1,Большую часть коммунальных услуг TARGET оплата отопления .
"Все , теперь без ваших настроек windows 7 не будет автоматически обновляться , а соответственно и ваши деньги со счета .",съедать,1,"Все , теперь без ваших настроек windows 7 не будет автоматически обновляться , а соответственно и TARGET ваши деньги со счета ."
"За это время Вы узнаете не только какие проблемы существуют в Вашем отделе продаж , чем они опасны для Вашего бизнеса и как быстро они Вашу прибыль , но и поделимся своим опытом решения этих проблем .",съедать,1,"За это время Вы узнаете не только какие проблемы существуют в Вашем отделе продаж , чем они опасны для Вашего бизнеса и как быстро они TARGET Вашу прибыль , но и поделимся своим опытом решения этих проблем ."
"Еще примерно 3000 р. ежемесячно может уплата налогов и ведение учета ( не нужно нанимать бухгалтера на целый день , аутсорсинг – лучшее решение ) .",съедать,1,"Еще примерно 3000 р. ежемесячно может TARGET уплата налогов и ведение учета ( не нужно нанимать бухгалтера на целый день , аутсорсинг – лучшее решение ) ."
Из них быстрей всего его честолюбие .,съедать,1,Из них быстрей всего TARGET его честолюбие .
"Он выглядит теперь намного старее Манхэттена , который вынужден постоянно молодеть , понемногу куски самого себя , когда-то бывшие его юностью .",съедать,1,"Он выглядит теперь намного старее Манхэттена , который вынужден постоянно молодеть , понемногу TARGET куски самого себя , когда-то бывшие его юностью ."
"Но , конечно , если речь идёт об области , то далеко везти материалы будет невыгодно , транспортные расходы много .",съедать,1,"Но , конечно , если речь идёт об области , то далеко везти материалы будет невыгодно , транспортные расходы TARGET много ."
Сначала нужно пуд соли - и только потом в карман начнут падать монеты различного достоинства .,съедать,1,Сначала нужно TARGET пуд соли - и только потом в карман начнут падать монеты различного достоинства .
"Павел Хорошилов , заместитель министра культуры , резюмировал , что « общество готово к тому , чтобы такого рода музей » .",съедать,1,"Павел Хорошилов , заместитель министра культуры , резюмировал , что « общество готово к тому , чтобы TARGET такого рода музей » ."
"И только действующее лицо такого типа может понимать разумные границы власти и не поддаться соблазну "" все и сразу "" .",съедать,1,"И только действующее лицо такого типа может понимать разумные границы власти и не поддаться соблазну "" TARGET все и сразу "" ."
"Не только Конвенция , но и сами решения Страсбурга становятся частью правовой системы России » . « Не исполнить решения ЕСПЧ — это все равно , что современному человеку гнилое мясо » , — еще раз использовал красноречивую фразу Валерий Зорькин .",съедать,1,"Не только Конвенция , но и сами решения Страсбурга становятся частью правовой системы России » . « Не исполнить решения ЕСПЧ — это все равно , что современному человеку TARGET гнилое мясо » , — еще раз использовал красноречивую фразу Валерий Зорькин ."
"По бокам он ограничен колесными арками , а сверху – каркасом прочности , который практически не верхние углы .",съедать,1,"По бокам он ограничен колесными арками , а сверху – каркасом прочности , который практически не TARGET верхние углы ."
"По мнению Когена , высокие налоги 1990 - х годов отбивали у работников стремление к более продолжительной и более трудной работе , поскольку налоги "" "" практически весь дополнительный заработок .",съедать,1,"По мнению Когена , высокие налоги 1990 - х годов отбивали у работников стремление к более продолжительной и более трудной работе , поскольку налоги "" TARGET "" практически весь дополнительный заработок ."
"Да , кстати . 3G батарею за день , даже меньше — и даже если ничего не делать с телефоном .",съедать,1,"Да , кстати . 3G TARGET батарею за день , даже меньше — и даже если ничего не делать с телефоном ."
"Так как единовременную комиссию "" "" инфляция .",съедать,1,"Так как единовременную комиссию "" TARGET "" инфляция ."
"Зависть подобна моли в одеждах : та одежду , а эта – сердце , в котором зародится .",съедать,1,"Зависть подобна моли в одеждах : та TARGET одежду , а эта – сердце , в котором зародится ."
"Когда жена мучается с мужем , как собака с костью : и не может и выбросить жалко , остается одна отрада - грызть .",съедать,1,"Когда жена мучается с мужем , как собака с костью : и TARGET не может и выбросить жалко , остается одна отрада - грызть ."
"Безусловно , если человек принимает наркотики много лет , у него полностью « » печень , почки , посажено сердце , имеются такие тяжелые заболевания как гепатит , туберкулез легких и т.п. , ему лучше бы не геройствовать и не применять этот способ .",съедать,1,"Безусловно , если человек принимает наркотики много лет , у него полностью « TARGET » печень , почки , посажено сердце , имеются такие тяжелые заболевания как гепатит , туберкулез легких и т.п. , ему лучше бы не геройствовать и не применять этот способ ."
"Единственное что вышло из строя – клавиатура , у которой попросту были « » дорожки .",съедать,1,"Единственное что вышло из строя – клавиатура , у которой попросту были « TARGET » дорожки ."
"Первый , что это ВПК - ужасное , жуткое ВПК , которое какие-то чудовищные ресурсы .",съедать,1,"Первый , что это ВПК - ужасное , жуткое ВПК , которое TARGET какие-то чудовищные ресурсы ."
"Но , как я понимаю господина Шлыкова , в чью компетенцию я абсолютно верю , - Вы же тоже никогда не скажете , что военно-промышленный комплекс 20 , 30 % ВВП , правильно ?",съедать,1,"Но , как я понимаю господина Шлыкова , в чью компетенцию я абсолютно верю , - Вы же тоже никогда не скажете , что военно-промышленный комплекс TARGET 20 , 30 % ВВП , правильно ?"
"При покраске аэрографом грунт необходим всегда , вне зависимости от вида красок – краска ложиться на поверхность уже « на излете » малыми порциями , и ей просто не хватит сил нормально « » пластик и « приклеиться » к нему .",съедать,1,"При покраске аэрографом грунт необходим всегда , вне зависимости от вида красок – краска ложиться на поверхность уже « на излете » малыми порциями , и ей просто не хватит сил нормально « TARGET » пластик и « приклеиться » к нему ."
"Однако индексирование "" "" дополнительное дисковое пространство .",съедать,1,"Однако индексирование "" TARGET "" дополнительное дисковое пространство ."
"Плоть от плоти израильского общества , преуспевающий , как казалось , бизнесмен , он неожиданно заговорил о том , что его бизнесу не дают развиваться , все время пытаются .",съедать,1,"Плоть от плоти израильского общества , преуспевающий , как казалось , бизнесмен , он неожиданно заговорил о том , что его бизнесу не дают развиваться , все время пытаются TARGET ."
"То есть все замечательно , тоже пирог должны были с одного конца , но тут просто проблема : завод не смогли построить .",съедать,1,"То есть все замечательно , тоже пирог должны были TARGET с одного конца , но тут просто проблема : завод не смогли построить ."
"Некоторые из объектов становились пламенно красными и как бы "" друг друга. ( 91 , ил. 2 ) В нашей стране столкновение двух небесных объектов наблюдалось 2 апреля 1716 г. в районе Петербурга .",съедать,1,"Некоторые из объектов становились пламенно красными и как бы "" TARGET друг друга. ( 91 , ил. 2 ) В нашей стране столкновение двух небесных объектов наблюдалось 2 апреля 1716 г. в районе Петербурга ."
"Каждый осиротевший сокет примерно 64 Кб памяти , которая не может быть сброшена в своп ( swap ) .",съедать,1,"Каждый осиротевший сокет TARGET примерно 64 Кб памяти , которая не может быть сброшена в своп ( swap ) ."
Сильные света « » цвет предмета .,съедать,1,Сильные света « TARGET » цвет предмета .
"Для этих целей сдвижные конструкции предпочтительнее , так как не пространство .",съедать,1,"Для этих целей сдвижные конструкции предпочтительнее , так как не TARGET пространство ."
"GOOGLE ADWORDS - одна из самых лучших . Во-первых - недорогая , во-вторых есть возможность настроить площадки для показа . « » не более 1000 рублей в месяц !!!",съедать,1,"GOOGLE ADWORDS - одна из самых лучших . Во-первых - недорогая , во-вторых есть возможность настроить площадки для показа . « TARGET » не более 1000 рублей в месяц !!!"
"А избыток кортизола поднимает уровень сахара в крови , что ослабляет иммунную систему и даже может безжалостно всю наработанную мускулатуру .",съедать,1,"А избыток кортизола поднимает уровень сахара в крови , что ослабляет иммунную систему и даже может безжалостно TARGET всю наработанную мускулатуру ."
"Название объекта не есть собственно имя , оно ничем не выделяется из потока других названий , чья коммуникативная плотность так велика , что процесс выделения должен все имеющиеся ресурсы .",съедать,1,"Название объекта не есть собственно имя , оно ничем не выделяется из потока других названий , чья коммуникативная плотность так велика , что процесс выделения должен TARGET все имеющиеся ресурсы ."
"Несмотря на то что траты на колеса и металлические барьеры должны были "" "" большинство денег , "" их еще осталось "" .",съедать,1,"Несмотря на то что траты на колеса и металлические барьеры должны были "" TARGET "" большинство денег , "" их еще осталось "" ."
Не бойтесь полностью наполнять багажник седана LADA Kalina – петли крышки не « » полезный объем .,съедать,1,Не бойтесь полностью наполнять багажник седана LADA Kalina – петли крышки не « TARGET » полезный объем .
"Индустрия мобильной связи уверенно движется в сторону смартфонов , долю у простых телефонов .",съедать,1,"Индустрия мобильной связи уверенно движется в сторону смартфонов , TARGET долю у простых телефонов ."
"И рыбку , и... , и карьеру , и семью , и детей , и чтобы муж ЗА вас все делал ДЛЯ вас , и весь мир к вашим ногам ?",съедать,1,"И рыбку TARGET , и... , и карьеру , и семью , и детей , и чтобы муж ЗА вас все делал ДЛЯ вас , и весь мир к вашим ногам ?"
"Постоянные авиаперелеты являются составляющей вашего бизнеса , и вы считаете , что они львиную долю прибыли вашей компании ?",съедать,1,"Постоянные авиаперелеты являются составляющей вашего бизнеса , и вы считаете , что они TARGET львиную долю прибыли вашей компании ?"
"Пока вы что-то копите , цена на недвижимость повышается и « » все ваши накопления , какую бы низкую процентную ставку не предлагала стройсберкасса .",съедать,1,"Пока вы что-то копите , цена на недвижимость повышается и « TARGET » все ваши накопления , какую бы низкую процентную ставку не предлагала стройсберкасса ."
"Всего лишь в ближайшее десятилетие японские автомобильные трассы больше не увидят легковушки , силовые агрегаты которых слишком затратны , т.е . « » очень много топлива .",съедать,0,"Всего лишь в ближайшее десятилетие японские автомобильные трассы больше не увидят легковушки , силовые агрегаты которых слишком затратны , т.е . « TARGET » очень много топлива ."
"Наконец , уже на маршруте следует ещё одна сдвижка по времени возврата , фактически "" "" всю разницу между группами Дятлова и Согрина , но Семён Золотарёв теперь не упоминает о маме , а остаётся с группой .",съедать,0,"Наконец , уже на маршруте следует ещё одна сдвижка по времени возврата , фактически "" TARGET "" всю разницу между группами Дятлова и Согрина , но Семён Золотарёв теперь не упоминает о маме , а остаётся с группой ."
"Есть масса примеров , когда один розничный оператор « » другого , а дистрибутор , поставляющий товар и не привязанный к какой-либо конкретной рознице , ничего при этом не терял .",съедать,0,"Есть масса примеров , когда один розничный оператор « TARGET » другого , а дистрибутор , поставляющий товар и не привязанный к какой-либо конкретной рознице , ничего при этом не терял ."
"По крайней мере , 2 раза в неделю заниматься физическими упражнениями ( хорошо развитые мышцы « » до 90 % жира ! ) .",съедать,0,"По крайней мере , 2 раза в неделю заниматься физическими упражнениями ( хорошо развитые мышцы « TARGET » до 90 % жира ! ) ."
Некоторые события могут весь доход букмекера за месяц или даже за сезон .,съедать,0,Некоторые события могут TARGET весь доход букмекера за месяц или даже за сезон .
"В то же самое время волочащиеся по покрытию пола портьеры визуально уменьшают помещение , « » свободное пространство .",съедать,0,"В то же самое время волочащиеся по покрытию пола портьеры визуально уменьшают помещение , « TARGET » свободное пространство ."
"На те деньги , что эти дармоеды , можно было построить не одно новое судно .",съедать,0,"На те деньги , что TARGET эти дармоеды , можно было построить не одно новое судно ."
"Развратились они и совершили гнусные преступления ; нет делающего добро . 3 Бог с небес призрел на сынов человеческих , чтобы видеть , есть ли разумеющий , ищущий Бога . 4 Все уклонились , сделались равно непотребными ; нет делающего добро , нет ни одного . 5 Неужели не вразумятся делающие беззаконие , народ мой , как едят хлеб , и не призывающие Бога ? 6 Там убоятся они страха , где нет страха , ибо рассыплет Бог кости ополчающихся против тебя .",съедать,0,"Развратились они и совершили гнусные преступления ; нет делающего добро . 3 Бог с небес призрел на сынов человеческих , чтобы видеть , есть ли разумеющий , ищущий Бога . 4 Все уклонились , сделались равно непотребными ; нет делающего добро , нет ни одного . 5 Неужели не вразумятся делающие беззаконие , TARGET народ мой , как едят хлеб , и не призывающие Бога ? 6 Там убоятся они страха , где нет страха , ибо рассыплет Бог кости ополчающихся против тебя ."
"Хорошо видно , что все детали весьма сложного здания тонко проработаны , контрастные переходы ( ярко освещенные кресты на фоне черного неба ) не "" "" .",съедать,0,"Хорошо видно , что все детали весьма сложного здания тонко проработаны , контрастные переходы ( ярко освещенные кресты на фоне черного неба ) не "" TARGET "" ."
"Если вас смущает то , как выглядит приемное устройство , или кнопки – лучше поискать другой банкомат : случаи мошенничеств , когда переоборудованный мошенниками аппарат « » саму карточку или самостоятельно снимал деньги со счета – далеко не редкость .",съедать,0,"Если вас смущает то , как выглядит приемное устройство , или кнопки – лучше поискать другой банкомат : случаи мошенничеств , когда переоборудованный мошенниками аппарат « TARGET » саму карточку или самостоятельно снимал деньги со счета – далеко не редкость ."
"Александр Пятигорский , как сказали бы пользователи Интернет - блогов , « ваш моск » .",съедать,0,"Александр Пятигорский , как сказали бы пользователи Интернет - блогов , « TARGET ваш моск » ."
Эти пятна полностью предметы .,съедать,0,Эти пятна полностью TARGET предметы .
Восемьдесят граммов помады женщины и двадцать — мужчины .,съедать,0,Восемьдесят граммов помады TARGET женщины и двадцать — мужчины .
"Так уж устроен наш организм , что зимой , во время холодов и непогоды , он все время старается все нами « отложить про запас » .",съедать,0,"Так уж устроен наш организм , что зимой , во время холодов и непогоды , он все время старается все нами TARGET « отложить про запас » ."
"Многим из нас случалось садиться на диету , а потом в течение всего « диетического » периода бороться с приступами дикого голода и душить на корню желание кусочек столь аппетитного , но не доступного тортика .",съедать,0,"Многим из нас случалось садиться на диету , а потом в течение всего « диетического » периода бороться с приступами дикого голода и душить на корню желание TARGET кусочек столь аппетитного , но не доступного тортика ."
"Говорят , что разъяренный шаман может человека .",съедать,0,"Говорят , что разъяренный шаман может TARGET человека ."
"Ведь "" вкусные конфетки "" могут так понравиться , что он не замедлит всю баночку .",съедать,0,"Ведь "" вкусные конфетки "" могут так понравиться , что он не замедлит TARGET всю баночку ."
"Если аквариумист не вмешается , то мальки постарше могут своих младших братьев и сестёр .",съедать,0,"Если аквариумист не вмешается , то мальки постарше могут TARGET своих младших братьев и сестёр ."
